ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
hydrolase activity, acting on ester bonds	hydrolase activity, acting on ester bonds	347	-0.414404791158489	-1.75097265069026	9.75662496018555e-07	3.09772842485891e-05	2.80472401737665e-05	1200	tags=28%, list=20%, signal=24%	YKL090W/YDR530C/YAR071W/YLR020C/YGR110W/YOR081C/YKL140W/YKL114C/YER134C/YJL134W/YMR180C/YGR247W/YBL076C/YNL072W/YNL320W/YPR170W-B/YPL083C/YML059C/YPR147C/YNL222W/YDR125C/YKL113C/YOR131C/YGR203W/YFL025C/YKL011C/YHR215W/YHR062C/YNL056W/YDL006W/YMR313C/YEL016C/YIL082W-A/YDR481C/YBR093C/YHR020W/YLR132C/YDR076W/YOR137C/YOL103W-B/YNL040W/YHR214C-B/YNL217W/YOR059C/YPL103C/YBL057C/YKL033W-A/YCL019W/YOL164W/YBL055C/YJL132W/YOR377W/YDR034C-D/YKR043C/YBR177C/YMR262W/YPL095C/YDL227C/YCR044C/YGR038C-B/YIL113W/YOR142W-B/YHR163W/YDR261W-B/YOR192C-B/YFL002W-A/YBL100W-B/YFR025C/YMR050C/YDR365W-B/YGR161C-D/YER037W/YGL248W/YPR158W-B/YER160C/YNL054W-B/YBR012W-B/YNL221C/YBL005W-B/YDR098C-B/YDR210C-D/YKL128C/YLR227W-B/YGL224C/YML045W/YMR045C/YAR009C/YJR029W/YGR027W-B/YJR027W/YNL284C-B/YPR137C-B/YPR158C-D/YOL064C/YER138C/YBR092C/YDR261C-D
pyrimidine-containing compound metabolic process	pyrimidine-containing compound metabolic process	46	-0.713307437157385	-2.18957024609734	1.20495384805853e-06	3.78071989737893e-05	3.42311347052168e-05	554	tags=39%, list=9%, signal=36%	YDR020C/YJR156C/YDL080C/YOR143C/YER037W/YPL258C/YPL214C/YOR303W/YKL216W/YLR420W/YGL224C/YJR109C/YOL055C/YBR240C/YCR020C/YBR092C/YPR121W/YGR144W
L-amino acid catabolic process	L-amino acid catabolic process	48	-0.685943040292196	-2.1228544634482	1.58816161776609e-06	4.86853682135881e-05	4.40803720647963e-05	451	tags=40%, list=7%, signal=37%	YJR148W/YLR089C/YFR055W/YKL106W/YCL064C/YER086W/YGL202W/YHR208W/YAL044C/YBR145W/YIL116W/YMR095C/YMR189W/YIR034C/YDR019C/YMR096W/YAL012W/YDR502C/YLR134W
proteinogenic amino acid catabolic process	proteinogenic amino acid catabolic process	48	-0.685943040292196	-2.1228544634482	1.58816161776609e-06	4.86853682135881e-05	4.40803720647963e-05	451	tags=40%, list=7%, signal=37%	YJR148W/YLR089C/YFR055W/YKL106W/YCL064C/YER086W/YGL202W/YHR208W/YAL044C/YBR145W/YIL116W/YMR095C/YMR189W/YIR034C/YDR019C/YMR096W/YAL012W/YDR502C/YLR134W
proton transmembrane transporter activity	proton transmembrane transporter activity	93	0.722146453755806	2.21524389056921	1.75587564495036e-06	5.32150039213934e-05	4.8181563750193e-05	245	tags=44%, list=4%, signal=43%	YDR342C/YEL069C/YDR343C/YHR001W-A/YGL187C/YNL052W/YMR256C/YLR038C/YDR529C/YLR395C/YEL024W/YKL217W/YFL011W/YHR096C/YPL271W/YJL166W/YOL077W-A/YGL191W/YML081C-A/YBR039W/YBL045C/YFR033C/YDR536W/YDL004W/YGR183C/YLR295C/YHR051W/YPR191W/YBL099W/YPL036W/YDR377W/YDR322C-A/YPR020W/YDR298C/YNR072W/YKL016C/YBR298C/YJR121W/YNL318C/YOR065W/YPL078C
intracellular iron ion homeostasis	intracellular iron ion homeostasis	62	-0.640354263440509	-2.10349556963471	2.01580660290363e-06	6.04062495499323e-05	5.46926120291061e-05	762	tags=37%, list=13%, signal=33%	YLR214W/YDR270W/YGL071W/YPL135W/YPL202C/YDR098C/YGR029W/YMR134W/YOR381W/YLL051C/YOR226C/YOR384W/YLR136C/YKL220C/YMR301C/YDL198C/YLR034C/YEL065W/YMR058W/YJR005C-A/YHL040C/YOL158C/YHL047C
alpha-amino acid catabolic process	alpha-amino acid catabolic process	63	-0.644811457104795	-2.11617082610098	2.03991574463908e-06	6.04495032328048e-05	5.47317744818954e-05	451	tags=33%, list=7%, signal=31%	YJR148W/YDL080C/YLR089C/YFR055W/YKL106W/YCL064C/YER086W/YGL202W/YHR208W/YAL044C/YBR145W/YIL116W/YMR095C/YMR189W/YIR034C/YDR019C/YMR096W/YAL012W/YJL060W/YDR502C/YLR134W
translation	translation	485	0.495383620449411	1.80328389285521	2.19093927492037e-06	6.42113741342048e-05	5.8137821823798e-05	1860	tags=56%, list=31%, signal=42%	YGL187C/YGR201C/YML091C/YJL102W/YAL005C/YEL034W/YDL081C/YLR367W/YDR382W/YDL130W/YJL062W-A/YNL185C/YLR069C/YML009C/YER165W/YER035W/YNL007C/YJL063C/YPL183W-A/YPL119C/YGR021W/YPR043W/YOL039W/YGR027C/YLR289W/YCR093W/YHR038W/YLR262C-A/YDR405W/YPR100W/YLR150W/YLR204W/YAL003W/YLR382C/YBL038W/YLL013C/YLR439W/YOR182C/YML129C/YKR057W/YHR021C/YNL209W/YDR429C/YDR115W/YPL048W/YMR225C/YJR094W-A/YJL191W/YBR120C/YDR418W/YGR034W/YOR167C/YLR287C-A/YGL068W/YNR037C/YNL244C/YLR325C/YIL064W/YDL184C/YOR293W/YKL138C/YMR257C/YFR032C-A/YHR147C/YNL306W/YDR447C/YKR059W/YGR215W/YPR166C/YOR369C/YPL143W/YJL189W/YOL139C/YPL013C/YOL040C/YPR132W/YDR494W/YCR077C/YNR022C/YJR045C/YGL031C/YIL137C/YMR309C/YMR143W/YGL030W/YDR500C/YGL135W/YPL220W/YPL249C-A/YDR462W/YOR091W/YMR012W/YBR172C/YGL105W/YGR169C-A/YER056C-A/YMR230W/YDL061C/YOL121C/YDL136W/YGL189C/YLR340W/YER025W/YOL127W/YML073C/YOR187W/YGR220C/YFR023W/YAL035W/YHR015W/YDL133C-A/YPR041W/YIL052C/YGR162W/YDR515W/YDR064W/YLR185W/YOR276W/YGR214W/YJL096W/YNL162W/YKR006C/YHR059W/YMR260C/YOR150W/YJR113C/YPL215W/YMR286W/YDL083C/YNL122C/YBR185C/YBL092W/YER074W/YOL023W/YGR076C/YDL075W/YNL302C/YER131W/YIL148W/YOR158W/YOR234C/YNL073W/YHR091C/YPR163C/YDR282C/YDR025W/YLR075W/YJL136C/YPL086C/YDL229W/YBL090W/YNL014W/YDR172W/YPL118W/YLR384C/YBR121C/YOR312C/YOL120C/YKL003C/YDR347W/YOR096W/YDL191W/YFL023W/YNR036C/YBR282W/YEL050C/YKL139W/YPL173W/YBL087C/YDR116C/YHL015W/YNR045W/YJR123W/YNL252C/YDR322W/YML024W/YNL178W/YOR354C/YBL072C/YKL056C/YKL170W/YLR061W/YBR189W/YPR102C/YMR193W/YLR167W/YDR036C/YDL160C/YGR072W/YMR146C/YGR102C/YBR079C/YMR116C/YDR012W/YDR450W/YBR146W/YIL051C/YOR361C/YER153C/YGR200C/YDR041W/YLR312W-A/YDR332W/YBL027W/YPL226W/YJR047C/YPL079W/YKR085C/YMR293C/YGR173W/YMR142C/YPL097W/YBR062C/YLR067C/YLR203C/YPL081W/YER117W/YDR194C/YKL006W/YLR249W/YJR066W/YLR264W/YDR237W/YGL147C/YDR337W/YAL036C/YPL203W/YCR059C/YBR084C-A/YDR091C/YBL013W/YDR471W/YLR406C/YJL177W/YBR048W/YHR064C/YGL195W/YOR168W/YDR465C/YOR133W/YHL034C/YMR282C/YBR122C/YPL104W/YBR268W/YCR046C/YDR496C/YGR054W/YNL067W/YHR141C/YHL004W/YDR179C/YCR071C/YER102W/YOR021C/YER050C/YLR441C/YDR152W/YKL156W/YMR158W/YKL180W/YOR046C/YHR082C/YGR084C/YGR222W/YDR385W/YBR251W/YPL090C/YDR023W/YJR145C
chorismate metabolic process	chorismate metabolic process	28	-0.775966224218875	-2.13594012345339	2.6059184387914e-06	7.5543309524529e-05	6.83979050181633e-05	645	tags=57%, list=11%, signal=51%	YBR166C/YGL148W/YNL256W/YDR127W/YNL316C/YKR080W/YDR035W/YGL202W/YGL026C/YGR267C/YIL116W/YGR204W/YKL211C/YDR354W/YGL125W/YLR058C
aromatic amino acid metabolic process	aromatic amino acid metabolic process	45	-0.691886982054723	-2.10425227113135	3.39780725674308e-06	9.74403435885354e-05	8.82237673680659e-05	697	tags=51%, list=12%, signal=46%	YMR303C/YBR166C/YBL098W/YML076C/YGL148W/YDR127W/YNL316C/YIL020C/YER090W/YDR035W/YGL202W/YBR248C/YFR025C/YGL026C/YCL030C/YOR202W/YBR145W/YIL116W/YKL211C/YER055C/YDR354W/YJL060W/YLR134W
mitochondrial intermembrane space	mitochondrial intermembrane space	92	0.699689389892546	2.14331910387516	4.34406599952008e-06	0.000121953937060211	0.000110418696985031	847	tags=50%, list=14%, signal=44%	YGL187C/YNL052W/YIL155C/YLR038C/YJR077C/YAL039C/YIL160C/YFR033C/YDL174C/YKL150W/YBL099W/YEL039C/YDL085W/YMR145C/YJR121W/YOR065W/YJR048W/YCR079W/YKL067W/YDR155C/YHR116W/YJR104C/YNR001C/YNL055C/YLR304C/YDR511W/YIR037W/YJL066C/YMR056C/YKL053C-A/YHR005C-A/YJR034W/YEL020W-A/YJL180C/YLL009C/YNR017W/YKL195W/YLR259C/YMR002W/YJR135W-A/YLR168C/YMR194C-B/YBL059C-A/YDR430C/YGR181W/YKL137W
amino acid catabolic process	amino acid catabolic process	65	-0.641573763628722	-2.11828292263413	4.31496133332484e-06	0.000121953937060211	0.000110418696985031	451	tags=32%, list=7%, signal=30%	YJR148W/YDL080C/YLR089C/YFR055W/YKL106W/YCL064C/YER086W/YGL202W/YHR208W/YAL044C/YBR145W/YIL116W/YMR095C/YMR189W/YIR034C/YDR019C/YMR096W/YAL012W/YJL060W/YDR502C/YLR134W
transition metal ion transport	transition metal ion transport	69	-0.610962428610087	-2.04972253273894	5.37951445929841e-06	0.000149449636072384	0.000135313664140686	849	tags=48%, list=14%, signal=42%	YDR205W/YER053C/YLR214W/YDR270W/YGL071W/YDR135C/YMR243C/YDR534C/YOR079C/YNR039C/YMR319C/YJL133W/YOR316C/YGL255W/YOR381W/YLL051C/YOR384W/YBR085W/YKL220C/YMR301C/YER145C/YKL175W/YML123C/YIL121W/YLR034C/YLR130C/YEL065W/YOR382W/YMR058W/YHL040C/YOR383C/YOL158C/YHL047C
thiamine-containing compound metabolic process	thiamine-containing compound metabolic process	18	-0.843431776454843	-2.11282186053026	6.25640293647206e-06	0.000172018831253309	0.000155748109997471	481	tags=61%, list=8%, signal=56%	YJR156C/YDL080C/YOR143C/YPL258C/YPL214C/YOL055C/YBR240C/YCR020C/YBR092C/YPR121W/YGR144W
arginine metabolic process	arginine metabolic process	19	-0.813602495041448	-2.06871234747992	9.36899735676957e-06	0.000254970570923515	0.000230853705009983	220	tags=53%, list=4%, signal=51%	YJL071W/YOL140W/YOR303W/YOR130C/YJR109C/YER069W/YMR062C/YOL058W/YJL088W/YHR018C
homoserine metabolic process	homoserine metabolic process	15	-0.854385105623922	-2.05367592343301	9.50199691205664e-06	0.000255978038024799	0.000231765878960744	350	tags=80%, list=6%, signal=76%	YLL058W/YFR055W/YJR139C/YJR130C/YDR158W/YGR155W/YER052C/YHR112C/YAL012W/YGL184C/YNL277W/YLR303W
serine family amino acid biosynthetic process	serine family amino acid biosynthetic process	19	-0.812659569762845	-2.06631481160892	9.95915858404472e-06	0.000265610759436473	0.000240487471492617	244	tags=53%, list=4%, signal=51%	YJR139C/YDR158W/YOR184W/YGR155W/YLR058C/YER052C/YAL012W/YIL074C/YNL277W/YLR303W
mitochondrial electron transport, ubiquinol to cytochrome c	mitochondrial electron transport, ubiquinol to cytochrome c	12	0.944401175115626	2.05900931154993	1.04410533325044e-05	0.000275705834037517	0.000249627684677072	249	tags=92%, list=4%, signal=88%	YHR001W-A/YDR529C/YEL024W/YJL166W/YBL045C/YFR033C/YGR183C/YPR191W/YEL039C/YOR065W/YJR048W
vacuolar membrane	vacuolar membrane	291	-0.406699126091051	-1.69097189920639	1.52683950160224e-05	0.000399223622624821	0.000361462313382409	1760	tags=47%, list=29%, signal=35%	YGR141W/YML001W/YKL176C/YOL060C/YKR103W/YFL048C/YLR047C/YHR028C/YKR051W/YCR011C/YOR106W/YBR205W/YOR099W/YMR171C/YPL120W/YBR161W/YPL006W/YDR352W/YBR290W/YDR387C/YPL162C/YHR026W/YJR124C/YBR127C/YML121W/YBR074W/YDL180W/YHR039C-A/YHL023C/YNR006W/YBR041W/YEL064C/YKR106W/YOR320C/YLR211C/YOR270C/YHL002W/YJL012C/YNL293W/YOR219C/YFR021W/YDR284C/YOL138C/YLR240W/YGL114W/YCL073C/YLR241W/YHR175W/YBR077C/YGL180W/YBL089W/YGR125W/YEL051W/YMR195W/YGR106C/YHR105W/YOL075C/YBR207W/YNL101W/YLR001C/YDR456W/YLR447C/YDL128W/YPR170W-B/YKL080W/YPR156C/YEL027W/YJL058C/YEL013W/YGL124C/YER093C/YJL145W/YER119C/YGL095C/YDR452W/YDR105C/YDR080W/YBR264C/YPL019C/YOR087W/YDR089W/YJL172W/YBR293W/YBR147W/YDL123W/YPR036W/YKL165C/YCR075C/YFL062W/YJL100W/YPL234C/YMR054W/YDR481C/YOR273C/YER123W/YDR135C/YGR163W/YNL336W/YCR023C/YMR243C/YMR221C/YNR013C/YLR360W/YDR107C/YNL217W/YNL058C/YIL088C/YAL022C/YDR090C/YCL038C/YJL097W/YJR001W/YIR007W/YNR061C/YPR185W/YJL059W/YIL047C/YAR028W/YHL035C/YMR266W/YOR316C/YCR044C/YLL051C/YPL265W/YOR292C/YNL234W/YDL054C/YKL175W/YEL017C-A/YML018C/YLR034C/YOL119C/YEL065W/YHL040C/YGR138C/YOL158C/YHL047C
sulfur compound transmembrane transporter activity	sulfur compound transmembrane transporter activity	23	-0.784577544244189	-2.08723673822066	1.70877364150279e-05	0.000442456242901742	0.000400605695820889	772	tags=61%, list=13%, signal=53%	YCR075C/YDR135C/YNL003C/YPL092W/YIL166C/YBR294W/YKL120W/YLR237W/YLL055W/YLL061W/YPL274W/YGR055W/YHL036W/YLR092W
organelle envelope lumen	organelle envelope lumen	97	0.694277078693097	2.14864316056798	1.95140829026843e-05	0.000500423645206337	0.000453090143509695	847	tags=48%, list=14%, signal=42%	YGL187C/YNL052W/YIL155C/YLR038C/YJR077C/YAL039C/YIL160C/YFR033C/YDL174C/YKL150W/YBL099W/YEL039C/YDL085W/YMR145C/YJR121W/YOR065W/YJR048W/YCR079W/YKL067W/YDR155C/YHR116W/YJR104C/YNR001C/YNL055C/YLR304C/YDR511W/YIR037W/YJL066C/YMR056C/YKL053C-A/YHR005C-A/YJR034W/YGL035C/YEL020W-A/YJL180C/YLL009C/YNR017W/YKL195W/YLR259C/YMR002W/YJR135W-A/YLR168C/YMR194C-B/YBL059C-A/YDR430C/YGR181W/YKL137W
structural molecule activity	structural molecule activity	364	0.499266769169801	1.79291600704915	2.03898101637161e-05	0.00051790117815839	0.000468914531484359	1311	tags=42%, list=22%, signal=35%	YHR126C/YBR301W/YKL096W-A/YOR394W/YOL161C/YMR325W/YKL163W/YKL096W/YEL049W/YDR322C-A/YER150W/YDL081C/YLL025W/YFL020C/YFR049W/YLR367W/YDR382W/YLR037C/YGR294W/YDR077W/YDL130W/YDR218C/YNL185C/YGR059W/YML009C/YLR390W-A/YJL158C/YJL063C/YPL183W-A/YPR043W/YOL039W/YGR027C/YLR110C/YDR405W/YPR100W/YLR204W/YBL038W/YLR439W/YOR182C/YKR057W/YDR542W/YDR334W/YHR021C/YDR115W/YMR225C/YJR094W-A/YJL191W/YDR418W/YGR034W/YOR167C/YLR287C-A/YGL068W/YNR037C/YLR325C/YDL184C/YOR293W/YKL138C/YFR032C-A/YHR147C/YNL306W/YDR447C/YGR215W/YPR166C/YOR369C/YPL143W/YJL189W/YGL170C/YPL013C/YLR194C/YOL040C/YPR132W/YHL046C/YDR494W/YNR022C/YGL031C/YMR143W/YGL030W/YDR500C/YGL135W/YPL220W/YIL149C/YPL249C-A/YDR462W/YLR009W/YER056C-A/YMR230W/YDL061C/YOL121C/YDL136W/YJL042W/YGL189C/YLR340W/YOL127W/YML073C/YGL226C-A/YGR220C/YDL133C-A/YIL052C/YDR064W/YLR185W/YGR214W/YJL096W/YNL162W/YKR006C/YHR059W/YOR150W/YJR113C/YMR286W/YDL083C/YNL122C/YBL092W/YER074W/YJR151C/YGR076C/YDL075W/YNL302C/YER131W/YIL148W/YOR158W/YOR234C/YDR025W/YLR075W/YJL136C/YMR076C/YBL090W/YPL118W/YDR356W/YOR312C/YOL120C/YKL003C/YDR347W/YOR096W/YDL191W/YNR036C/YBR282W/YKR095W/YEL050C/YPL173W/YBL087C/YDR116C/YHL015W/YJR123W/YNL252C/YDR322W/YML024W/YNL178W/YBL072C/YKL170W/YLR061W/YBR189W/YPR102C/YMR193W/YLR167W/YDR036C
fungal-type vacuole	fungal-type vacuole	450	-0.352977404219122	-1.51069477902772	2.21049002149023e-05	0.000545868230306893	0.000494236267962826	1122	tags=32%, list=19%, signal=29%	YEL051W/YNR028W/YMR195W/YGR106C/YOL075C/YOR247W/YBR207W/YNL101W/YLR001C/YDR456W/YLR447C/YDL128W/YKL034W/YNL320W/YPR170W-B/YKL080W/YPR156C/YEL027W/YEL013W/YGL124C/YJL145W/YER119C/YMR215W/YDR452W/YGR254W/YDR105C/YDR080W/YBR302C/YBR264C/YHR215W/YOL132W/YPL019C/YOR087W/YOL101C/YIL014W/YDR089W/YJL172W/YBR293W/YIL173W/YBR147W/YDL123W/YPR036W/YKR044W/YPL156C/YKL165C/YCR075C/YFL062W/YJL100W/YPL234C/YMR054W/YDR481C/YOR273C/YER123W/YOL007C/YDR135C/YGR163W/YGL203C/YNL336W/YCR023C/YMR243C/YMR221C/YKL103C/YGL027C/YNL283C/YNR013C/YLR360W/YDR107C/YJL222W/YNL217W/YNL058C/YOL002C/YOR009W/YIR041W/YHL048W/YIL088C/YAL022C/YMR319C/YPL163C/YDL248W/YCL038C/YJL097W/YHR174W/YJR161C/YNL327W/YJR001W/YHL042W/YIR007W/YNR061C/YGR260W/YJL059W/YCL021W-A/YIL047C/YAR028W/YJL132W/YOL105C/YHL035C/YMR266W/YIL166C/YMR063W/YPR157W/YOR316C/YDR438W/YJL160C/YLR286C/YDR144C/YOR381W/YCR044C/YLL051C/YPL265W/YKR039W/YOR292C/YNL129W/YOR049C/YNL279W/YLR042C/YOL154W/YGR295C/YLR461W/YNL234W/YDL054C/YHR143W/YKL220C/YCR101C/YOR192C/YKL175W/YIL117C/YGL186C/YML123C/YEL017C-A/YML018C/YLR034C/YOL119C/YGL089C/YJR004C/YEL065W/YOR382W/YMR058W/YGR055W/YHL040C/YER060W-A/YOR383C/YGR138C/YOL158C/YHL036W/YHL047C/YJR137C
lytic vacuole	lytic vacuole	450	-0.352977404219122	-1.51069477902772	2.21049002149023e-05	0.000545868230306893	0.000494236267962826	1122	tags=32%, list=19%, signal=29%	YEL051W/YNR028W/YMR195W/YGR106C/YOL075C/YOR247W/YBR207W/YNL101W/YLR001C/YDR456W/YLR447C/YDL128W/YKL034W/YNL320W/YPR170W-B/YKL080W/YPR156C/YEL027W/YEL013W/YGL124C/YJL145W/YER119C/YMR215W/YDR452W/YGR254W/YDR105C/YDR080W/YBR302C/YBR264C/YHR215W/YOL132W/YPL019C/YOR087W/YOL101C/YIL014W/YDR089W/YJL172W/YBR293W/YIL173W/YBR147W/YDL123W/YPR036W/YKR044W/YPL156C/YKL165C/YCR075C/YFL062W/YJL100W/YPL234C/YMR054W/YDR481C/YOR273C/YER123W/YOL007C/YDR135C/YGR163W/YGL203C/YNL336W/YCR023C/YMR243C/YMR221C/YKL103C/YGL027C/YNL283C/YNR013C/YLR360W/YDR107C/YJL222W/YNL217W/YNL058C/YOL002C/YOR009W/YIR041W/YHL048W/YIL088C/YAL022C/YMR319C/YPL163C/YDL248W/YCL038C/YJL097W/YHR174W/YJR161C/YNL327W/YJR001W/YHL042W/YIR007W/YNR061C/YGR260W/YJL059W/YCL021W-A/YIL047C/YAR028W/YJL132W/YOL105C/YHL035C/YMR266W/YIL166C/YMR063W/YPR157W/YOR316C/YDR438W/YJL160C/YLR286C/YDR144C/YOR381W/YCR044C/YLL051C/YPL265W/YKR039W/YOR292C/YNL129W/YOR049C/YNL279W/YLR042C/YOL154W/YGR295C/YLR461W/YNL234W/YDL054C/YHR143W/YKL220C/YCR101C/YOR192C/YKL175W/YIL117C/YGL186C/YML123C/YEL017C-A/YML018C/YLR034C/YOL119C/YGL089C/YJR004C/YEL065W/YOR382W/YMR058W/YGR055W/YHL040C/YER060W-A/YOR383C/YGR138C/YOL158C/YHL036W/YHL047C/YJR137C
storage vacuole	storage vacuole	450	-0.352977404219122	-1.51069477902772	2.21049002149023e-05	0.000545868230306893	0.000494236267962826	1122	tags=32%, list=19%, signal=29%	YEL051W/YNR028W/YMR195W/YGR106C/YOL075C/YOR247W/YBR207W/YNL101W/YLR001C/YDR456W/YLR447C/YDL128W/YKL034W/YNL320W/YPR170W-B/YKL080W/YPR156C/YEL027W/YEL013W/YGL124C/YJL145W/YER119C/YMR215W/YDR452W/YGR254W/YDR105C/YDR080W/YBR302C/YBR264C/YHR215W/YOL132W/YPL019C/YOR087W/YOL101C/YIL014W/YDR089W/YJL172W/YBR293W/YIL173W/YBR147W/YDL123W/YPR036W/YKR044W/YPL156C/YKL165C/YCR075C/YFL062W/YJL100W/YPL234C/YMR054W/YDR481C/YOR273C/YER123W/YOL007C/YDR135C/YGR163W/YGL203C/YNL336W/YCR023C/YMR243C/YMR221C/YKL103C/YGL027C/YNL283C/YNR013C/YLR360W/YDR107C/YJL222W/YNL217W/YNL058C/YOL002C/YOR009W/YIR041W/YHL048W/YIL088C/YAL022C/YMR319C/YPL163C/YDL248W/YCL038C/YJL097W/YHR174W/YJR161C/YNL327W/YJR001W/YHL042W/YIR007W/YNR061C/YGR260W/YJL059W/YCL021W-A/YIL047C/YAR028W/YJL132W/YOL105C/YHL035C/YMR266W/YIL166C/YMR063W/YPR157W/YOR316C/YDR438W/YJL160C/YLR286C/YDR144C/YOR381W/YCR044C/YLL051C/YPL265W/YKR039W/YOR292C/YNL129W/YOR049C/YNL279W/YLR042C/YOL154W/YGR295C/YLR461W/YNL234W/YDL054C/YHR143W/YKL220C/YCR101C/YOR192C/YKL175W/YIL117C/YGL186C/YML123C/YEL017C-A/YML018C/YLR034C/YOL119C/YGL089C/YJR004C/YEL065W/YOR382W/YMR058W/YGR055W/YHL040C/YER060W-A/YOR383C/YGR138C/YOL158C/YHL036W/YHL047C/YJR137C
thiamine metabolic process	thiamine metabolic process	17	-0.832876015761727	-2.06525689648368	2.45860306302883e-05	0.000601568290742925	0.000544667834532896	481	tags=59%, list=8%, signal=54%	YJR156C/YDL080C/YOR143C/YPL258C/YPL214C/YOL055C/YBR240C/YCR020C/YPR121W/YGR144W
non-proteinogenic amino acid biosynthetic process	non-proteinogenic amino acid biosynthetic process	11	-0.889477826618694	-2.01373083148718	2.7502141123991e-05	0.000666801912524399	0.000603731212807993	520	tags=82%, list=9%, signal=75%	YLL058W/YMR020W/YJL071W/YOL140W/YER069W/YMR062C/YJL088W/YNL277W/YLR303W
cytoplasmic translation	cytoplasmic translation	192	0.574064936129407	1.93448196271636	3.11233812434413e-05	0.000747802322308631	0.000677070048102934	2029	tags=72%, list=34%, signal=50%	YML091C/YAL005C/YEL034W/YDL081C/YLR367W/YDR382W/YDL130W/YPL119C/YPR043W/YOL039W/YGR027C/YLR262C-A/YOR182C/YKR057W/YNL209W/YDR429C/YJR094W-A/YJL191W/YDR418W/YGR034W/YLR287C-A/YNL244C/YLR325C/YDL184C/YOR293W/YFR032C-A/YDR447C/YKR059W/YOR369C/YPL143W/YJL189W/YOL139C/YOL040C/YCR077C/YGL031C/YIL137C/YMR309C/YGL030W/YDR500C/YGL135W/YPL220W/YPL249C-A/YOR091W/YMR012W/YGR169C-A/YER056C-A/YMR230W/YDL061C/YDL136W/YGL189C/YLR340W/YER025W/YOL127W/YML073C/YAL035W/YDL133C-A/YPR041W/YIL052C/YGR162W/YDR064W/YLR185W/YGR214W/YNL162W/YMR260C/YBL092W/YER074W/YDL075W/YER131W/YIL148W/YOR234C/YPR163C/YLR075W/YJL136C/YDL229W/YNL014W/YOR312C/YOL120C/YOR096W/YDL191W/YFL023W/YBL087C/YHL015W/YJR123W/YML024W/YNL178W/YBL072C/YKL056C/YLR061W/YPR102C/YLR167W/YMR146C/YBR079C/YMR116C/YDR012W/YDR450W/YOR361C/YBL027W/YJR047C/YPL079W/YGR173W/YMR142C/YBR062C/YER117W/YKL006W/YLR249W/YLR264W/YGL147C/YAL036C/YPL203W/YBR084C-A/YDR471W/YLR406C/YJL177W/YHR064C/YGL195W/YNL067W/YHR141C/YDR179C/YER102W/YLR441C/YDR152W/YKL180W/YDR023W/YJR145C/YCR031C/YHR010W/YJL190C/YMR194W/YGL076C/YLR333C/YML063W/YPL237W/YOR204W/YLL045C/YKR094C/YDR328C/YBR143C/YLR029C/YMR205C
homocysteine metabolic process	homocysteine metabolic process	11	-0.887291987890657	-2.00878220802791	3.17910910373125e-05	0.000757025355326003	0.000685420703379651	520	tags=82%, list=9%, signal=75%	YLL058W/YFR055W/YJR130C/YGR155W/YHR112C/YAL012W/YGL184C/YNL277W/YLR303W
mitochondrial electron transport, cytochrome c to oxygen	mitochondrial electron transport, cytochrome c to oxygen	12	0.933752383783438	2.03579252498987	3.55616990217043e-05	0.000839319037972437	0.000759930484916531	305	tags=83%, list=5%, signal=79%	YGL187C/YNL052W/YMR256C/YLR038C/YLR395C/YGL191W/YHR051W/YEL039C/YJR048W/YDL067C
proton transmembrane transport	proton transmembrane transport	87	0.679148551048594	2.05783215792222	3.9267335114676e-05	0.000918648971498605	0.000831756849058789	305	tags=41%, list=5%, signal=40%	YDR342C/YEL069C/YDR343C/YHR001W-A/YGL187C/YNL052W/YMR256C/YLR038C/YDR529C/YLR395C/YEL024W/YKL217W/YFL011W/YHR096C/YJL166W/YGL191W/YML081C-A/YBR039W/YBL045C/YFR033C/YDR536W/YGR183C/YHR051W/YPR191W/YBL099W/YPL036W/YDR322C-A/YPR020W/YNR072W/YKL016C/YBR298C/YJR121W/YNL318C/YOR065W/YPL078C/YDL067C
respiratory chain complex IV	respiratory chain complex IV	11	0.934284978066161	2.00836005310475	4.37786082470974e-05	0.00101528302778269	0.000919250593307474	305	tags=82%, list=5%, signal=78%	YDR119W-A/YGL187C/YNL052W/YMR256C/YLR038C/YLR395C/YGL191W/YHR051W/YDL067C
pyrimidine-containing compound biosynthetic process	pyrimidine-containing compound biosynthetic process	39	-0.682126805332879	-2.0126055139689	4.81413870084988e-05	0.0011068368892385	0.00100214466240922	554	tags=36%, list=9%, signal=33%	YDR020C/YJR156C/YDL080C/YOR143C/YPL258C/YPL214C/YOR303W/YKL216W/YLR420W/YJR109C/YOL055C/YBR240C/YPR121W/YGR144W
oxidoreductase complex	oxidoreductase complex	51	0.761770933368303	2.14599357674909	5.37609069379213e-05	0.00120770077298302	0.00109346814801692	469	tags=63%, list=8%, signal=58%	YDR119W-A/YHR001W-A/YGL187C/YNL052W/YKL148C/YMR256C/YLR038C/YDR529C/YLL041C/YLR395C/YEL024W/YMR118C/YJL166W/YGL191W/YDR178W/YBL045C/YKL141W/YFR033C/YGR183C/YHR051W/YPR191W/YDR148C/YJL026W/YFR049W/YOR065W/YIL125W/YDL067C/YJR104C/YJL045W/YGR180C/YLR164W/YFL018C
