ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	comparison
generation of precursor metabolites and energy	generation of precursor metabolites and energy	64/313	207/5859	0.309178743961353	5.78747048201139	16.6589308407948	2.36920059077733e-33	2.13583433258576e-30	1.86917457135538e-30	YFR053C/YJL116C/YKL148C/YOR178C/YGL187C/YLL041C/YIL155C/YJR121W/YHR001W-A/YMR118C/YKL109W/YBL045C/YDR178W/YDR529C/YEL024W/YJL166W/YBL030C/YKL085W/YGL191W/YKL141W/YGR256W/YPL134C/YMR256C/YFR033C/YNL052W/YER054C/YDR298C/YCL040W/YDR516C/YPR191W/YPR184W/YML120C/YBR117C/YGR244C/YPL271W/YLR038C/YMR081C/YLR395C/YHR051W/YFR017C/YDL085W/YOR065W/YPL061W/YIL057C/YGR043C/YDR148C/YIL024C/YGR183C/YIL125W/YAL054C/YKL093W/YEL011W/YMR105C/YMR145C/YEL039C/YFR049W/YOR356W/YDL067C/YBR269C/YOR374W/YFL053W/YER067W/YJR048W/YJR120W	64	primary_UP_GO
energy derivation by oxidation of organic compounds	energy derivation by oxidation of organic compounds	56/313	159/5859	0.352201257861635	6.59280245946109	16.9842953822556	1.61004247534432e-32	9.67635527681938e-30	8.46825849312681e-30	YJL116C/YKL148C/YOR178C/YGL187C/YLL041C/YIL155C/YJR121W/YHR001W-A/YMR118C/YKL109W/YBL045C/YDR178W/YDR529C/YEL024W/YJL166W/YBL030C/YKL085W/YGL191W/YKL141W/YPL134C/YMR256C/YFR033C/YNL052W/YER054C/YDR298C/YPR191W/YPR184W/YML120C/YGR244C/YPL271W/YLR038C/YMR081C/YLR395C/YHR051W/YFR017C/YDL085W/YOR065W/YIL057C/YDR148C/YIL024C/YGR183C/YIL125W/YAL054C/YKL093W/YEL011W/YMR105C/YMR145C/YEL039C/YFR049W/YOR356W/YDL067C/YBR269C/YFL053W/YER067W/YJR048W/YJR120W	56	primary_UP_GO
oxidative phosphorylation	oxidative phosphorylation	29/313	37/5859	0.783783783783784	14.671530955876	19.8170420749325	9.37172080610199e-31	4.22430315335047e-28	3.6968972337755e-28	YJL116C/YKL148C/YGL187C/YLL041C/YJR121W/YHR001W-A/YMR118C/YBL045C/YDR178W/YDR529C/YEL024W/YJL166W/YGL191W/YKL141W/YMR256C/YFR033C/YNL052W/YDR298C/YPR191W/YML120C/YPL271W/YLR038C/YLR395C/YHR051W/YOR065W/YGR183C/YEL039C/YDL067C/YJR048W	29	primary_UP_GO
proton transmembrane transporter activity	proton transmembrane transporter activity	42/313	93/5859	0.451612903225806	8.45367412140575	17.2120055054042	1.16586617842234e-29	4.20411343939096e-27	3.67922821358966e-27	YDR343C/YKL217W/YHR096C/YGL187C/YBR039W/YEL069C/YJR121W/YHR001W-A/YBL099W/YBL045C/YDR529C/YEL024W/YDR536W/YJL166W/YGL191W/YMR256C/YFR033C/YDL004W/YPL036W/YNL052W/YML081C-A/YFL011W/YDR298C/YBR298C/YDR377W/YPR191W/YPL271W/YLR038C/YKL016C/YLR395C/YHR051W/YLR295C/YPL078C/YOL077W-A/YOR065W/YDR322C-A/YGR183C/YPR020W/YNR072W/YDL067C/YDR342C/YNL318C	42	primary_UP_GO
respiratory electron transport chain	respiratory electron transport chain	28/313	39/5859	0.717948717948718	13.4391742442861	18.5148109673275	7.19310623661439e-28	2.16152842410262e-25	1.89166074538333e-25	YKL148C/YGL187C/YLL041C/YIL155C/YHR001W-A/YMR118C/YBL045C/YDR178W/YDR529C/YEL024W/YJL166W/YGL191W/YKL141W/YPL134C/YMR256C/YFR033C/YNL052W/YPR191W/YML120C/YLR038C/YLR395C/YHR051W/YOR065W/YGR183C/YEL039C/YOR356W/YDL067C/YJR048W	28	primary_UP_GO
cellular respiration	cellular respiration	43/313	107/5859	0.401869158878505	7.52252844047655	16.175412005194	8.97233675042538e-28	2.31101759443099e-25	2.02248613366732e-25	YJL116C/YKL148C/YGL187C/YLL041C/YIL155C/YJR121W/YHR001W-A/YMR118C/YKL109W/YBL045C/YDR178W/YDR529C/YEL024W/YJL166W/YBL030C/YKL085W/YGL191W/YKL141W/YPL134C/YMR256C/YFR033C/YNL052W/YDR298C/YPR191W/YML120C/YGR244C/YPL271W/YLR038C/YMR081C/YLR395C/YHR051W/YOR065W/YDR148C/YGR183C/YIL125W/YKL093W/YEL039C/YFR049W/YOR356W/YDL067C/YBR269C/YJR048W/YJR120W	43	primary_UP_GO
transmembrane transporter complex	transmembrane transporter complex	33/313	59/5859	0.559322033898305	10.4698651648887	17.3665169394656	2.24952567304081e-27	4.5764546856725e-25	4.00508250799724e-25	YDR119W-A/YGL187C/YBR039W/YJR121W/YHR001W-A/YBL099W/YBL045C/YDR529C/YEL024W/YJL166W/YGL191W/YMR256C/YFR033C/YDL004W/YNL052W/YML081C-A/YDR298C/YDR377W/YPR191W/YPL271W/YLR038C/YKL016C/YLR395C/YHR051W/YLR295C/YPL078C/YOL077W-A/YOR065W/YDR322C-A/YGR183C/YPR020W/YDL067C/YPL147W	33	primary_UP_GO
electron transport chain	electron transport chain	28/313	40/5859	0.7	13.1031948881789	18.2457938355409	2.28441997620923e-27	4.5764546856725e-25	4.00508250799724e-25	YKL148C/YGL187C/YLL041C/YIL155C/YHR001W-A/YMR118C/YBL045C/YDR178W/YDR529C/YEL024W/YJL166W/YGL191W/YKL141W/YPL134C/YMR256C/YFR033C/YNL052W/YPR191W/YML120C/YLR038C/YLR395C/YHR051W/YOR065W/YGR183C/YEL039C/YOR356W/YDL067C/YJR048W	28	primary_UP_GO
aerobic electron transport chain	aerobic electron transport chain	25/313	32/5859	0.78125	14.6241014376997	18.3576577321482	1.46872411124717e-26	2.40737233870787e-24	2.10681095000911e-24	YKL148C/YGL187C/YLL041C/YHR001W-A/YMR118C/YBL045C/YDR178W/YDR529C/YEL024W/YJL166W/YGL191W/YKL141W/YMR256C/YFR033C/YNL052W/YPR191W/YML120C/YLR038C/YLR395C/YHR051W/YOR065W/YGR183C/YEL039C/YDL067C/YJR048W	25	primary_UP_GO
mitochondrial ATP synthesis coupled electron transport	mitochondrial ATP synthesis coupled electron transport	25/313	32/5859	0.78125	14.6241014376997	18.3576577321482	1.46872411124717e-26	2.40737233870787e-24	2.10681095000911e-24	YKL148C/YGL187C/YLL041C/YHR001W-A/YMR118C/YBL045C/YDR178W/YDR529C/YEL024W/YJL166W/YGL191W/YKL141W/YMR256C/YFR033C/YNL052W/YPR191W/YML120C/YLR038C/YLR395C/YHR051W/YOR065W/YGR183C/YEL039C/YDL067C/YJR048W	25	primary_UP_GO
ATP synthesis coupled electron transport	ATP synthesis coupled electron transport	25/313	33/5859	0.757575757575758	14.1809468486785	18.0374549072498	5.77072673153716e-26	8.67051691413459e-24	7.58799944787211e-24	YKL148C/YGL187C/YLL041C/YHR001W-A/YMR118C/YBL045C/YDR178W/YDR529C/YEL024W/YJL166W/YGL191W/YKL141W/YMR256C/YFR033C/YNL052W/YPR191W/YML120C/YLR038C/YLR395C/YHR051W/YOR065W/YGR183C/YEL039C/YDL067C/YJR048W	25	primary_UP_GO
aerobic respiration	aerobic respiration	37/313	90/5859	0.411111111111111	7.69552715654952	15.2059192866482	2.10641146576347e-24	2.92143067136272e-22	2.55668889650157e-22	YJL116C/YKL148C/YGL187C/YLL041C/YJR121W/YHR001W-A/YMR118C/YBL045C/YDR178W/YDR529C/YEL024W/YJL166W/YBL030C/YKL085W/YGL191W/YKL141W/YMR256C/YFR033C/YNL052W/YDR298C/YPR191W/YML120C/YGR244C/YPL271W/YLR038C/YMR081C/YLR395C/YHR051W/YOR065W/YDR148C/YGR183C/YIL125W/YKL093W/YEL039C/YFR049W/YDL067C/YJR048W	37	primary_UP_GO
proton transmembrane transport	proton transmembrane transport	36/313	87/5859	0.413793103448276	7.74573096838162	15.0585238694639	6.99917053959495e-24	9.01393177349264e-22	7.88853882620514e-22	YDR343C/YKL217W/YHR096C/YGL187C/YBR039W/YEL069C/YJR121W/YHR001W-A/YBL099W/YBL045C/YDR529C/YEL024W/YDR536W/YJL166W/YGL191W/YMR256C/YFR033C/YPL036W/YNL052W/YML081C-A/YFL011W/YBR298C/YPR191W/YLR038C/YKL016C/YLR395C/YHR051W/YPL078C/YOR065W/YDR322C-A/YGR183C/YPR020W/YNR072W/YDL067C/YDR342C/YNL318C	36	primary_UP_GO
electron transfer activity	electron transfer activity	24/313	34/5859	0.705882352941177	13.2133057695922	16.9660852010971	9.97507661359636e-24	1.19900420895428e-21	1.0493080592127e-21	YKL148C/YGL187C/YLL041C/YHR001W-A/YMR118C/YBL045C/YDR529C/YEL024W/YJL166W/YGL191W/YKL141W/YMR256C/YFR033C/YNL052W/YPR191W/YLR038C/YLR395C/YHR051W/YOR065W/YGR183C/YEL039C/YOR356W/YDL067C/YJR048W	24	primary_UP_GO
inorganic cation transmembrane transporter activity	inorganic cation transmembrane transporter activity	44/313	150/5859	0.293333333333333	5.49086261980831	13.2358640459157	6.88171711394662e-22	7.7548349727786e-20	6.78664075908288e-20	YDR343C/YKL217W/YHR096C/YGL187C/YBR039W/YEL069C/YJR121W/YHR001W-A/YBL099W/YBL045C/YDR529C/YEL024W/YDR536W/YJL166W/YGL191W/YMR256C/YFR033C/YDL004W/YPL036W/YNL052W/YML081C-A/YFL011W/YDR298C/YBR298C/YDR377W/YPR191W/YPL271W/YLR038C/YKL016C/YLR395C/YHR051W/YLR295C/YPL078C/YOL077W-A/YOR065W/YDR322C-A/YGR183C/YPR020W/YNR072W/YBR296C/YDL067C/YNR002C/YDR342C/YNL318C	44	primary_UP_GO
oxidoreductase complex	oxidoreductase complex	27/313	51/5859	0.529411764705882	9.90997932719414	15.1811754832807	1.06801429916832e-21	1.13272340082381e-19	9.91302436193999e-20	YDR119W-A/YKL148C/YGL187C/YLL041C/YHR001W-A/YMR118C/YBL045C/YDR178W/YDR529C/YEL024W/YJL166W/YGL191W/YKL141W/YMR256C/YFR033C/YNL052W/YPR191W/YLR038C/YLR395C/YHR051W/YOR065W/YJL026W/YDR148C/YGR183C/YIL125W/YFR049W/YDL067C	27	primary_UP_GO
cytochrome complex	cytochrome complex	18/313	20/5859	0.9	16.84696485623	16.8635410764016	1.34937427055703e-21	1.35162322767462e-19	1.18287253307894e-19	YDR119W-A/YGL187C/YHR001W-A/YBL045C/YDR529C/YEL024W/YJL166W/YGL191W/YMR256C/YFR033C/YNL052W/YPR191W/YLR038C/YLR395C/YHR051W/YOR065W/YGR183C/YDL067C	18	primary_UP_GO
oxidoreduction-driven active transmembrane transporter activity	oxidoreduction-driven active transmembrane transporter activity	17/313	18/5859	0.944444444444444	17.6789137380192	16.8351632393648	2.64979464279387e-21	2.51451565313544e-19	2.20057737925097e-19	YGL187C/YHR001W-A/YBL045C/YDR529C/YEL024W/YJL166W/YGL191W/YMR256C/YFR033C/YNL052W/YPR191W/YLR038C/YLR395C/YHR051W/YOR065W/YGR183C/YDL067C	17	primary_UP_GO
monoatomic cation transmembrane transporter activity	monoatomic cation transmembrane transporter activity	44/313	155/5859	0.283870967741935	5.31373801916933	12.9296502297729	2.96487779461586e-21	2.6728373318462e-19	2.3391325337522e-19	YDR343C/YKL217W/YHR096C/YGL187C/YBR039W/YEL069C/YJR121W/YHR001W-A/YBL099W/YBL045C/YDR529C/YEL024W/YDR536W/YJL166W/YGL191W/YMR256C/YFR033C/YDL004W/YPL036W/YNL052W/YML081C-A/YFL011W/YDR298C/YBR298C/YDR377W/YPR191W/YPL271W/YLR038C/YKL016C/YLR395C/YHR051W/YBR021W/YLR295C/YPL078C/YOL077W-A/YOR065W/YDR322C-A/YGR183C/YPR020W/YNR072W/YBR296C/YDL067C/YDR342C/YNL318C	44	primary_UP_GO
transporter complex	transporter complex	33/313	85/5859	0.388235294117647	7.2673181732757	13.826419709411	6.55907824730135e-21	5.6314371808973e-19	4.92835002140587e-19	YDR119W-A/YGL187C/YBR039W/YJR121W/YHR001W-A/YBL099W/YBL045C/YDR529C/YEL024W/YJL166W/YGL191W/YMR256C/YFR033C/YDL004W/YNL052W/YML081C-A/YDR298C/YDR377W/YPR191W/YPL271W/YLR038C/YKL016C/YLR395C/YHR051W/YLR295C/YPL078C/YOL077W-A/YOR065W/YDR322C-A/YGR183C/YPR020W/YDL067C/YPL147W	33	primary_UP_GO
inorganic molecular entity transmembrane transporter activity	inorganic molecular entity transmembrane transporter activity	46/313	176/5859	0.261363636363636	4.89242666279408	12.4550324818998	1.45906335815908e-20	1.1957687430731e-18	1.04647654252654e-18	YDR343C/YJR077C/YKL217W/YHR096C/YGL187C/YBR039W/YEL069C/YJR121W/YHR001W-A/YBL099W/YBL045C/YDR529C/YEL024W/YDR536W/YJL166W/YGL191W/YMR256C/YFR033C/YDL004W/YPL036W/YNL052W/YML081C-A/YFL011W/YDR298C/YBR298C/YDR377W/YPR191W/YPL271W/YLR038C/YKL016C/YLR395C/YHR051W/YLR295C/YPL078C/YOL077W-A/YOR065W/YDR322C-A/YGR183C/YPR020W/YNR072W/YBR296C/YDL067C/YNR002C/YDR342C/YNL318C/YPR192W	46	primary_UP_GO
monoatomic ion transmembrane transporter activity	monoatomic ion transmembrane transporter activity	44/313	162/5859	0.271604938271605	5.08413205537806	12.5225015289411	2.06087701783001e-20	1.61554837528153e-18	1.41384652161428e-18	YDR343C/YKL217W/YHR096C/YGL187C/YBR039W/YEL069C/YJR121W/YHR001W-A/YBL099W/YBL045C/YDR529C/YEL024W/YDR536W/YJL166W/YGL191W/YMR256C/YFR033C/YDL004W/YPL036W/YNL052W/YML081C-A/YFL011W/YDR298C/YBR298C/YDR377W/YPR191W/YPL271W/YLR038C/YKL016C/YLR395C/YHR051W/YBR021W/YLR295C/YPL078C/YOL077W-A/YOR065W/YDR322C-A/YGR183C/YPR020W/YNR072W/YBR296C/YDL067C/YDR342C/YNL318C	44	primary_UP_GO
mitochondrion	mitochondrion	132/313	1201/5859	0.109908409658618	2.05735901658096	9.76227763157413	2.46954164882032e-19	1.85524316367627e-17	1.62361532086915e-17	YFR053C/YDR343C/YDR119W-A/YJL116C/YKL148C/YHR008C/YNL144C/YIL136W/YJR077C/YKL217W/YGL187C/YLL041C/YBR039W/YIL155C/YJR121W/YAL062W/YHR001W-A/YMR118C/YBL099W/YBL045C/YNL195C/YDR178W/YDR529C/YEL024W/YDL222C/YAL039C/YDL048C/YJL166W/YBL030C/YKL085W/YDR070C/YGL191W/YKL141W/YPL134C/YMR256C/YFR033C/YGR236C/YPL186C/YDR077W/YDL004W/YPL036W/YNL052W/YML081C-A/YHL032C/YFL011W/YDR298C/YKL150W/YDR377W/YCL040W/YDR516C/YBL015W/YPR191W/YGR088W/YPR184W/YGR243W/YML120C/YGR244C/YGR174C/YPL271W/YLR038C/YKL016C/YLR395C/YHR051W/YLR295C/YPL078C/YOL077W-A/YDL085W/YOR065W/YMR110C/YDL174C/YPL061W/YML091C/YBL064C/YDL181W/YOR215C/YPR010C-A/YDL130W-A/YDR148C/YKL026C/YDR322C-A/YGR183C/YFL036W/YIL125W/YER095W/YCR079W/YAL054C/YML128C/YJL102W/YDR155C/YBR203W/YGR008C/YCR083W/YKL093W/YJL062W-A/YIL160C/YBR230C/YBR072W/YNL135C/YPR020W/YMR145C/YER182W/YCL057C-A/YEL039C/YLR069C/YKR016W/YDR150W/YOL109W/YFR049W/YJL133C-A/YNL185C/YIR038C/YKR049C/YKL067W/YOR356W/YML009C/YDL067C/YNR002C/YDR342C/YEL034W/YBR269C/YNL318C/YOR374W/YIL162W/YLR106C/YMR252C/YPL189C-A/YHR116W/YNL112W/YGR159C/YPR151C/YPR061C/YJR048W	132	primary_UP_GO
active monoatomic ion transmembrane transporter activity	active monoatomic ion transmembrane transporter activity	33/313	95/5859	0.347368421052632	6.50233731293089	12.8441079522538	3.81044398015408e-19	2.74809219848712e-17	2.40499180052672e-17	YDR343C/YKL217W/YHR096C/YGL187C/YBR039W/YEL069C/YJR121W/YHR001W-A/YBL045C/YDR529C/YEL024W/YDR536W/YJL166W/YGL191W/YMR256C/YFR033C/YPL036W/YNL052W/YFL011W/YBR298C/YPR191W/YLR038C/YLR395C/YHR051W/YBR021W/YPL078C/YOR065W/YGR183C/YNR072W/YBR296C/YDL067C/YDR342C/YNL318C	33	primary_UP_GO
ATP biosynthetic process	ATP biosynthetic process	15/313	16/5859	0.9375	17.5489217252396	15.7459428122616	9.08771370857316e-19	6.06857326539164e-17	5.31090949284646e-17	YJL116C/YBR039W/YJR121W/YBL099W/YDL004W/YML081C-A/YDR298C/YDR377W/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YDR322C-A/YPR020W	15	primary_UP_GO
proton motive force-driven ATP synthesis	proton motive force-driven ATP synthesis	15/313	16/5859	0.9375	17.5489217252396	15.7459428122616	9.08771370857316e-19	6.06857326539164e-17	5.31090949284646e-17	YJL116C/YBR039W/YJR121W/YBL099W/YDL004W/YML081C-A/YDR298C/YDR377W/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YDR322C-A/YPR020W	15	primary_UP_GO
proton channel activity	proton channel activity	14/313	14/5859	1	18.7188498402556	15.7675496647153	1.16606372780933e-18	7.24969965944907e-17	6.34457178942357e-17	YBR039W/YJR121W/YBL099W/YDL004W/YML081C-A/YDR298C/YDR377W/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YDR322C-A/YPR020W	14	primary_UP_GO
proton-transporting ATP synthase activity, rotational mechanism	proton-transporting ATP synthase activity, rotational mechanism	14/313	14/5859	1	18.7188498402556	15.7675496647153	1.16606372780933e-18	7.24969965944907e-17	6.34457178942357e-17	YBR039W/YJR121W/YBL099W/YDL004W/YML081C-A/YDR298C/YDR377W/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YDR322C-A/YPR020W	14	primary_UP_GO
purine nucleoside triphosphate biosynthetic process	purine nucleoside triphosphate biosynthetic process	16/313	20/5859	0.8	14.9750798722045	14.871575447349	1.21129594794344e-17	7.04505352949039e-16	6.16547580973587e-16	YJL116C/YBR039W/YJR121W/YBL099W/YDL004W/YML081C-A/YDR298C/YDR377W/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YDR322C-A/YPR020W/YKL067W	16	primary_UP_GO
purine ribonucleoside triphosphate biosynthetic process	purine ribonucleoside triphosphate biosynthetic process	16/313	20/5859	0.8	14.9750798722045	14.871575447349	1.21129594794344e-17	7.04505352949039e-16	6.16547580973587e-16	YJL116C/YBR039W/YJR121W/YBL099W/YDL004W/YML081C-A/YDR298C/YDR377W/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YDR322C-A/YPR020W/YKL067W	16	primary_UP_GO
proton-transporting ATP synthase complex	proton-transporting ATP synthase complex	14/313	15/5859	0.933333333333333	17.4709265175719	15.1727909921165	1.66558587803377e-17	9.38453543154652e-16	8.21287247096257e-16	YBR039W/YJR121W/YBL099W/YDL004W/YML081C-A/YDR298C/YDR377W/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YDR322C-A/YPR020W	14	primary_UP_GO
mitochondrial envelope	mitochondrial envelope	78/313	539/5859	0.144712430426716	2.70885025517613	9.89007292427879	2.29020457111246e-17	1.25128449748963e-15	1.09506113304548e-15	YDR343C/YDR119W-A/YKL148C/YNL144C/YIL136W/YJR077C/YGL187C/YLL041C/YBR039W/YIL155C/YJR121W/YHR001W-A/YMR118C/YBL099W/YBL045C/YDR178W/YDR529C/YEL024W/YAL039C/YJL166W/YBL030C/YGL191W/YKL141W/YPL134C/YMR256C/YFR033C/YGR236C/YPL186C/YDL004W/YNL052W/YML081C-A/YDR298C/YKL150W/YDR377W/YPR191W/YGR243W/YML120C/YGR174C/YPL271W/YLR038C/YKL016C/YLR395C/YHR051W/YLR295C/YPL078C/YOL077W-A/YDL085W/YOR065W/YMR110C/YDL174C/YPR010C-A/YKL026C/YDR322C-A/YGR183C/YCR079W/YDR155C/YJL062W-A/YIL160C/YBR230C/YPR020W/YMR145C/YER182W/YCL057C-A/YEL039C/YKR016W/YOL109W/YJL133C-A/YNL185C/YIR038C/YKL067W/YOR356W/YML009C/YDL067C/YPL189C-A/YHR116W/YPR151C/YPR061C/YJR048W	78	primary_UP_GO
cation channel complex	cation channel complex	14/313	16/5859	0.875	16.3789936102236	14.6327813930858	1.268854706467e-16	6.53641438788572e-15	5.72034046614747e-15	YBR039W/YJR121W/YBL099W/YDL004W/YML081C-A/YDR298C/YDR377W/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YDR322C-A/YPR020W	14	primary_UP_GO
monoatomic ion channel complex	monoatomic ion channel complex	14/313	16/5859	0.875	16.3789936102236	14.6327813930858	1.268854706467e-16	6.53641438788572e-15	5.72034046614747e-15	YBR039W/YJR121W/YBL099W/YDL004W/YML081C-A/YDR298C/YDR377W/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YDR322C-A/YPR020W	14	primary_UP_GO
inorganic cation transmembrane transport	inorganic cation transmembrane transport	38/313	150/5859	0.253333333333333	4.74210862619808	11.0290706295354	1.32456183119801e-16	6.63384717125004e-15	5.80560872797024e-15	YDR343C/YKL217W/YHR096C/YGL187C/YBR039W/YEL069C/YJR121W/YHR001W-A/YBL099W/YBL045C/YDR529C/YEL024W/YDR536W/YJL166W/YGL191W/YMR256C/YFR033C/YPL036W/YNL052W/YML081C-A/YFL011W/YBR298C/YPR191W/YLR038C/YKL016C/YLR395C/YHR051W/YPL078C/YOR065W/YDR322C-A/YGR183C/YPR020W/YNR072W/YBR296C/YDL067C/YNR002C/YDR342C/YNL318C	38	primary_UP_GO
active transmembrane transporter activity	active transmembrane transporter activity	37/313	149/5859	0.248322147651007	4.64830499388897	10.7157639327602	6.97710675751899e-16	3.39992526589371e-14	2.97544325164181e-14	YDR343C/YJR077C/YKL217W/YHR096C/YGL187C/YBR039W/YEL069C/YJR121W/YHR001W-A/YBL045C/YDR529C/YEL024W/YDR536W/YJL166W/YBL030C/YGL191W/YPL134C/YMR256C/YFR033C/YPL036W/YNL052W/YFL011W/YBR298C/YPR191W/YLR038C/YLR395C/YHR051W/YBR021W/YPL078C/YOR065W/YGR183C/YNR072W/YBR296C/YDL067C/YDR342C/YPL147W/YNL318C	37	primary_UP_GO
monoatomic cation transmembrane transport	monoatomic cation transmembrane transport	37/313	151/5859	0.245033112582781	4.58673804032753	10.6072564808798	1.11455127877317e-15	5.19549600113252e-14	4.54683627036673e-14	YDR343C/YKL217W/YHR096C/YGL187C/YBR039W/YEL069C/YJR121W/YHR001W-A/YBL099W/YBL045C/YDR529C/YEL024W/YDR536W/YJL166W/YGL191W/YMR256C/YFR033C/YPL036W/YNL052W/YML081C-A/YFL011W/YBR298C/YPR191W/YLR038C/YKL016C/YLR395C/YHR051W/YPL078C/YOR065W/YDR322C-A/YGR183C/YPR020W/YNR072W/YBR296C/YDL067C/YDR342C/YNL318C	37	primary_UP_GO
oxidoreductase activity	oxidoreductase activity	55/313	317/5859	0.173501577287066	3.24774997228409	9.77465170129433	1.12381777062767e-15	5.19549600113252e-14	4.54683627036673e-14	YEL070W/YNR073C/YKL148C/YHR008C/YGL187C/YLL041C/YIL155C/YAL062W/YHR001W-A/YBL045C/YDR178W/YDR529C/YEL024W/YJL166W/YKL085W/YGL191W/YKL141W/YGR256W/YMR256C/YFR033C/YNL052W/YKL150W/YPR191W/YGR088W/YML120C/YLR038C/YLR395C/YHR051W/YDL085W/YOR065W/YMR110C/YDL174C/YPL061W/YJL026W/YBL064C/YPL171C/YPR037C/YDR148C/YKL026C/YGR183C/YIL125W/YCR083W/YJR159W/YMR145C/YDL246C/YFR049W/YJR070C/YIR038C/YKR049C/YOR356W/YDL067C/YKL107W/YOR374W/YLR070C/YMR015C	55	primary_UP_GO
ribonucleoside triphosphate biosynthetic process	ribonucleoside triphosphate biosynthetic process	16/313	24/5859	0.666666666666667	12.4792332268371	13.3861285140425	1.51136436882497e-15	6.81247489247853e-14	5.96193470754901e-14	YJL116C/YBR039W/YJR121W/YBL099W/YDL004W/YML081C-A/YDR298C/YDR377W/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YDR322C-A/YPR020W/YKL067W	16	primary_UP_GO
mitochondrial inner membrane	mitochondrial inner membrane	57/313	341/5859	0.167155425219941	3.12895730467615	9.62299395961695	1.77511185405817e-15	7.80616261674847e-14	6.83156012640101e-14	YDR119W-A/YKL148C/YJR077C/YGL187C/YLL041C/YBR039W/YIL155C/YJR121W/YHR001W-A/YMR118C/YBL099W/YBL045C/YDR178W/YDR529C/YEL024W/YAL039C/YJL166W/YBL030C/YGL191W/YKL141W/YPL134C/YMR256C/YFR033C/YDL004W/YNL052W/YML081C-A/YDR298C/YDR377W/YPR191W/YGR243W/YML120C/YGR174C/YPL271W/YLR038C/YKL016C/YLR395C/YHR051W/YLR295C/YPL078C/YOL077W-A/YOR065W/YMR110C/YDL174C/YPR010C-A/YDR322C-A/YGR183C/YJL062W-A/YPR020W/YER182W/YCL057C-A/YKR016W/YNL185C/YOR356W/YML009C/YDL067C/YPL189C-A/YPR061C	57	primary_UP_GO
inorganic ion transmembrane transport	inorganic ion transmembrane transport	39/313	171/5859	0.228070175438596	4.26921136707584	10.3066655021078	2.40203064493817e-15	1.03115744114846e-13	9.02417026757472e-14	YDR343C/YJR077C/YKL217W/YHR096C/YGL187C/YBR039W/YEL069C/YJR121W/YHR001W-A/YBL099W/YBL045C/YDR529C/YEL024W/YDR536W/YJL166W/YGL191W/YMR256C/YFR033C/YPL036W/YNL052W/YML081C-A/YFL011W/YBR298C/YPR191W/YLR038C/YKL016C/YLR395C/YHR051W/YPL078C/YOR065W/YDR322C-A/YGR183C/YPR020W/YNR072W/YBR296C/YDL067C/YNR002C/YDR342C/YNL318C	39	primary_UP_GO
monoatomic ion transmembrane transport	monoatomic ion transmembrane transport	37/313	160/5859	0.23125	4.3287340255591	10.1413711689064	8.28102351888005e-15	3.47225241966063e-13	3.03874033165268e-13	YDR343C/YKL217W/YHR096C/YGL187C/YBR039W/YEL069C/YJR121W/YHR001W-A/YBL099W/YBL045C/YDR529C/YEL024W/YDR536W/YJL166W/YGL191W/YMR256C/YFR033C/YPL036W/YNL052W/YML081C-A/YFL011W/YBR298C/YPR191W/YLR038C/YKL016C/YLR395C/YHR051W/YPL078C/YOR065W/YDR322C-A/YGR183C/YPR020W/YNR072W/YBR296C/YDL067C/YDR342C/YNL318C	37	primary_UP_GO
mitochondrial membrane	mitochondrial membrane	69/313	493/5859	0.139959432048682	2.61987959224673	8.92766281789544	1.49569028389882e-14	6.12893086788539e-13	5.36373142479505e-13	YDR343C/YDR119W-A/YKL148C/YNL144C/YIL136W/YJR077C/YGL187C/YLL041C/YBR039W/YIL155C/YJR121W/YHR001W-A/YMR118C/YBL099W/YBL045C/YDR178W/YDR529C/YEL024W/YAL039C/YJL166W/YBL030C/YGL191W/YKL141W/YPL134C/YMR256C/YFR033C/YGR236C/YPL186C/YDL004W/YNL052W/YML081C-A/YDR298C/YKL150W/YDR377W/YPR191W/YGR243W/YML120C/YGR174C/YPL271W/YLR038C/YKL016C/YLR395C/YHR051W/YLR295C/YPL078C/YOL077W-A/YOR065W/YMR110C/YDL174C/YPR010C-A/YKL026C/YDR322C-A/YGR183C/YJL062W-A/YBR230C/YPR020W/YMR145C/YER182W/YCL057C-A/YKR016W/YOL109W/YJL133C-A/YNL185C/YIR038C/YOR356W/YML009C/YDL067C/YPL189C-A/YPR061C	69	primary_UP_GO
