term	term_name	gene	aspect
GO:0044281	small molecule metabolic process	YPL023C	slim
GO:0031422	RecQ family helicase-topoisomerase III complex	YPL024W	slim
GO:0005737	cytoplasm	YPL024W	slim
GO:0043596	nuclear replication fork	YPL024W	slim
GO:0005634	nucleus	YPL024W	slim
GO:0043226	organelle	YPL024W	slim
GO:0032991	protein-containing complex	YPL024W	slim
GO:0003677	DNA binding	YPL024W	slim
GO:0030234	enzyme regulator activity	YPL024W	slim
GO:0006974	DNA damage response	YPL024W	slim
GO:0006259	DNA metabolic process	YPL024W	slim
GO:0051276	chromosome organization	YPL024W	slim
GO:0006950	response to stress	YPL024W	slim
GO:0005575	cellular component	YPL025C	slim
GO:0003674	molecular function	YPL025C	slim
GO:0008150	biological process	YPL025C	slim
GO:0005737	cytoplasm	YPL026C	slim
GO:0005634	nucleus	YPL026C	slim
GO:0043226	organelle	YPL026C	slim
GO:0016301	kinase activity	YPL026C	slim
GO:0016740	transferase activity	YPL026C	slim
GO:0040007	growth	YPL026C	slim
GO:0007124	pseudohyphal growth	YPL026C	slim
GO:0051049	regulation of transport	YPL026C	slim
GO:0016020	membrane	YPL027W	slim
GO:0003674	molecular function	YPL027W	slim
GO:0048646	anatomical structure formation involved in morphogenesis	YPL027W	slim
GO:0022607	cellular component assembly	YPL027W	slim
GO:0061024	membrane organization	YPL027W	slim
GO:0005737	cytoplasm	YPL028W	slim
GO:0005829	cytosol	YPL028W	slim
GO:0005634	nucleus	YPL028W	slim
GO:0043226	organelle	YPL028W	slim
GO:0016746	acyltransferase activity	YPL028W	slim
GO:0016740	transferase activity	YPL028W	slim
GO:0009058	biosynthetic process	YPL028W	slim
GO:0009056	catabolic process	YPL028W	slim
GO:0006629	lipid metabolic process	YPL028W	slim
GO:0044281	small molecule metabolic process	YPL028W	slim
GO:0045025	mitochondrial degradosome	YPL029W	slim
GO:0005739	mitochondrion	YPL029W	slim
GO:0043226	organelle	YPL029W	slim
GO:0032991	protein-containing complex	YPL029W	slim
GO:0004386	helicase activity	YPL029W	slim
GO:0016787	hydrolase activity	YPL029W	slim
GO:0016853	isomerase activity	YPL029W	slim
GO:0004518	nuclease activity	YPL029W	slim
GO:0006259	DNA metabolic process	YPL029W	slim
GO:0006260	DNA replication	YPL029W	slim
GO:0006401	RNA catabolic process	YPL029W	slim
GO:0008380	RNA splicing	YPL029W	slim
GO:0009056	catabolic process	YPL029W	slim
GO:0034655	nucleobase-containing compound catabolic process	YPL029W	slim
GO:0005737	cytoplasm	YPL030W	slim
GO:0008168	methyltransferase activity	YPL030W	slim
GO:0016740	transferase activity	YPL030W	slim
GO:0009451	RNA modification	YPL030W	slim
GO:0006399	tRNA metabolic process	YPL030W	slim
GO:0008033	tRNA processing	YPL030W	slim
GO:1990860	Pho85-Pho80 CDK-cyclin complex	YPL031C	slim
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	YPL031C	slim
GO:0005634	nucleus	YPL031C	slim
GO:0043226	organelle	YPL031C	slim
GO:0032991	protein-containing complex	YPL031C	slim
GO:0016301	kinase activity	YPL031C	slim
GO:0016740	transferase activity	YPL031C	slim
GO:0006974	DNA damage response	YPL031C	slim
GO:0006259	DNA metabolic process	YPL031C	slim
GO:0006310	DNA recombination	YPL031C	slim
GO:0006281	DNA repair	YPL031C	slim
GO:0071554	cell wall organization or biogenesis	YPL031C	slim
GO:0042592	homeostatic process	YPL031C	slim
GO:0051726	regulation of cell cycle	YPL031C	slim
GO:0051049	regulation of transport	YPL031C	slim
GO:0006950	response to stress	YPL031C	slim
GO:0005933	cellular bud	YPL032C	slim
GO:0005737	cytoplasm	YPL032C	slim
GO:0030427	site of polarized growth	YPL032C	slim
GO:0003674	molecular function	YPL032C	slim
GO:0006897	endocytosis	YPL032C	slim
GO:0006810	transport	YPL032C	slim
GO:0016192	vesicle-mediated transport	YPL032C	slim
GO:0005739	mitochondrion	YPL033C	slim
GO:0043226	organelle	YPL033C	slim
GO:0003674	molecular function	YPL033C	slim
GO:0055086	nucleobase-containing small molecule metabolic process	YPL033C	slim
GO:0044281	small molecule metabolic process	YPL033C	slim
GO:0005575	cellular component	YPL034W	slim
GO:0003674	molecular function	YPL034W	slim
GO:0008150	biological process	YPL034W	slim
GO:0005575	cellular component	YPL035C	slim
GO:0003674	molecular function	YPL035C	slim
GO:0008150	biological process	YPL035C	slim
GO:0016020	membrane	YPL036W	slim
GO:0005739	mitochondrion	YPL036W	slim
GO:0043226	organelle	YPL036W	slim
GO:0005886	plasma membrane	YPL036W	slim
GO:0022857	transmembrane transporter activity	YPL036W	slim
GO:0006811	monoatomic ion transport	YPL036W	slim
GO:0055085	transmembrane transport	YPL036W	slim
GO:0006810	transport	YPL036W	slim
GO:0005854	nascent polypeptide-associated complex	YPL037C	slim
GO:0032991	protein-containing complex	YPL037C	slim
GO:0009056	catabolic process	YPL037C	slim
GO:0006605	protein targeting	YPL037C	slim
GO:0005737	cytoplasm	YPL038W	slim
GO:0005634	nucleus	YPL038W	slim
GO:0043226	organelle	YPL038W	slim
GO:0003677	DNA binding	YPL038W	slim
GO:0003700	DNA-binding transcription factor activity	YPL038W	slim
GO:0043167	ion binding	YPL038W	slim
GO:0008150	biological process	YPL038W	slim
GO:0005575	cellular component	YPL038W-A	slim
GO:0003674	molecular function	YPL038W-A	slim
GO:0008150	biological process	YPL038W-A	slim
GO:0005575	cellular component	YPL039W	slim
GO:0003674	molecular function	YPL039W	slim
GO:0008150	biological process	YPL039W	slim
GO:0005739	mitochondrion	YPL040C	slim
GO:0043226	organelle	YPL040C	slim
GO:0043167	ion binding	YPL040C	slim
GO:0016874	ligase activity	YPL040C	slim
GO:0006520	amino acid metabolic process	YPL040C	slim
GO:0009058	biosynthetic process	YPL040C	slim
GO:0032543	mitochondrial translation	YPL040C	slim
GO:0006418	tRNA aminoacylation for protein translation	YPL040C	slim
GO:0006399	tRNA metabolic process	YPL040C	slim
GO:0006412	translation	YPL040C	slim
GO:0005739	mitochondrion	YPL041C	slim
GO:0043226	organelle	YPL041C	slim
GO:0003674	molecular function	YPL041C	slim
GO:0008150	biological process	YPL041C	slim
GO:0016592	mediator complex	YPL042C	slim
GO:0032991	protein-containing complex	YPL042C	slim
GO:0016301	kinase activity	YPL042C	slim
GO:0016740	transferase activity	YPL042C	slim
GO:0006401	RNA catabolic process	YPL042C	slim
GO:0009056	catabolic process	YPL042C	slim
GO:0034655	nucleobase-containing compound catabolic process	YPL042C	slim
GO:0043232	intracellular membraneless organelle	YPL043W	slim
GO:0005730	nucleolus	YPL043W	slim
GO:0005634	nucleus	YPL043W	slim
GO:0043226	organelle	YPL043W	slim
GO:0003723	RNA binding	YPL043W	slim
GO:0003729	mRNA binding	YPL043W	slim
GO:0006364	rRNA processing	YPL043W	slim
GO:0042273	ribosomal large subunit biogenesis	YPL043W	slim
GO:0005575	cellular component	YPL044C	slim
GO:0003674	molecular function	YPL044C	slim
GO:0008150	biological process	YPL044C	slim
GO:0033263	CORVET complex	YPL045W	slim
GO:0030897	HOPS complex	YPL045W	slim
GO:0016020	membrane	YPL045W	slim
GO:0032991	protein-containing complex	YPL045W	slim
GO:0043167	ion binding	YPL045W	slim
GO:0048193	Golgi vesicle transport	YPL045W	slim
GO:0048284	organelle fusion	YPL045W	slim
GO:0006605	protein targeting	YPL045W	slim
GO:0006810	transport	YPL045W	slim
GO:0007034	vacuolar transport	YPL045W	slim
GO:0007033	vacuole organization	YPL045W	slim
GO:0016192	vesicle-mediated transport	YPL045W	slim
GO:0031463	Cul3-RING ubiquitin ligase complex	YPL046C	slim
GO:0070449	elongin complex	YPL046C	slim
GO:0000113	nucleotide-excision repair factor 4 complex	YPL046C	slim
GO:0032991	protein-containing complex	YPL046C	slim
GO:0008023	transcription elongation factor complex	YPL046C	slim
GO:0000151	ubiquitin ligase complex	YPL046C	slim
GO:0016746	acyltransferase activity	YPL046C	slim
GO:0016740	transferase activity	YPL046C	slim
GO:0006974	DNA damage response	YPL046C	slim
GO:0006259	DNA metabolic process	YPL046C	slim
GO:0006281	DNA repair	YPL046C	slim
GO:0009056	catabolic process	YPL046C	slim
GO:0030163	protein catabolic process	YPL046C	slim
GO:0006950	response to stress	YPL046C	slim
GO:0071819	DUBm complex	YPL047W	slim
GO:0000124	SAGA complex	YPL047W	slim
GO:0000123	histone acetyltransferase complex	YPL047W	slim
GO:0005634	nucleus	YPL047W	slim
GO:0043226	organelle	YPL047W	slim
GO:0032991	protein-containing complex	YPL047W	slim
GO:0030234	enzyme regulator activity	YPL047W	slim
GO:0043167	ion binding	YPL047W	slim
GO:0008150	biological process	YPL047W	slim
GO:0010494	cytoplasmic stress granule	YPL048W	slim
GO:0043232	intracellular membraneless organelle	YPL048W	slim
GO:0005634	nucleus	YPL048W	slim
GO:0043226	organelle	YPL048W	slim
GO:0003677	DNA binding	YPL048W	slim
GO:0003700	DNA-binding transcription factor activity	YPL048W	slim
GO:0030234	enzyme regulator activity	YPL048W	slim
GO:0005085	guanyl-nucleotide exchange factor activity	YPL048W	slim
GO:0043167	ion binding	YPL048W	slim
GO:0008289	lipid binding	YPL048W	slim
GO:0009058	biosynthetic process	YPL048W	slim
GO:0006417	regulation of translation	YPL048W	slim
GO:0006414	translational elongation	YPL048W	slim
GO:1990526	Ste12p-Dig1p-Dig2p complex	YPL049C	slim
GO:1990527	Tec1p-Ste12p-Dig1p complex	YPL049C	slim
GO:0005634	nucleus	YPL049C	slim
GO:0043226	organelle	YPL049C	slim
GO:0032991	protein-containing complex	YPL049C	slim
GO:0003674	molecular function	YPL049C	slim
GO:0042221	response to chemical	YPL049C	slim
GO:0005783	endoplasmic reticulum	YPL050C	slim
GO:0000136	mannan polymerase complex	YPL050C	slim
GO:0031501	mannosyltransferase complex	YPL050C	slim
GO:0043226	organelle	YPL050C	slim
GO:0032991	protein-containing complex	YPL050C	slim
GO:0016757	glycosyltransferase activity	YPL050C	slim
GO:0016740	transferase activity	YPL050C	slim
GO:0009058	biosynthetic process	YPL050C	slim
GO:0005794	Golgi apparatus	YPL051W	slim
GO:0005829	cytosol	YPL051W	slim
GO:0016020	membrane	YPL051W	slim
GO:0043226	organelle	YPL051W	slim
GO:0003924	GTPase activity	YPL051W	slim
GO:0016787	hydrolase activity	YPL051W	slim
GO:0048193	Golgi vesicle transport	YPL051W	slim
GO:0006950	response to stress	YPL051W	slim
GO:0006810	transport	YPL051W	slim
GO:0016192	vesicle-mediated transport	YPL051W	slim
GO:0005737	cytoplasm	YPL052W	slim
GO:0030234	enzyme regulator activity	YPL052W	slim
GO:0006417	regulation of translation	YPL052W	slim
GO:0005783	endoplasmic reticulum	YPL053C	slim
GO:0016020	membrane	YPL053C	slim
GO:0043226	organelle	YPL053C	slim
GO:0005773	vacuole	YPL053C	slim
GO:0016757	glycosyltransferase activity	YPL053C	slim
GO:0016740	transferase activity	YPL053C	slim
GO:0048193	Golgi vesicle transport	YPL053C	slim
GO:0009058	biosynthetic process	YPL053C	slim
GO:0071554	cell wall organization or biogenesis	YPL053C	slim
GO:0006810	transport	YPL053C	slim
GO:0016192	vesicle-mediated transport	YPL053C	slim
GO:0005575	cellular component	YPL054W	slim
GO:0043167	ion binding	YPL054W	slim
GO:0008150	biological process	YPL054W	slim
GO:0005634	nucleus	YPL055C	slim
GO:0043226	organelle	YPL055C	slim
GO:0030674	protein-macromolecule adaptor activity	YPL055C	slim
GO:0006259	DNA metabolic process	YPL055C	slim
GO:0006260	DNA replication	YPL055C	slim
GO:0022607	cellular component assembly	YPL055C	slim
GO:0006325	chromatin organization	YPL055C	slim
GO:0005575	cellular component	YPL056C	slim
GO:0003674	molecular function	YPL056C	slim
GO:0008150	biological process	YPL056C	slim
GO:0016020	membrane	YPL057C	slim
GO:0043226	organelle	YPL057C	slim
GO:0005773	vacuole	YPL057C	slim
GO:0016757	glycosyltransferase activity	YPL057C	slim
GO:0016740	transferase activity	YPL057C	slim
GO:0009058	biosynthetic process	YPL057C	slim
GO:0006629	lipid metabolic process	YPL057C	slim
GO:0016020	membrane	YPL058C	slim
GO:0005886	plasma membrane	YPL058C	slim
GO:0022857	transmembrane transporter activity	YPL058C	slim
GO:0006810	transport	YPL058C	slim
GO:0005739	mitochondrion	YPL059W	slim
GO:0043226	organelle	YPL059W	slim
GO:0016491	oxidoreductase activity	YPL059W	slim
GO:0022607	cellular component assembly	YPL059W	slim
GO:0042221	response to chemical	YPL059W	slim
GO:0006970	response to osmotic stress	YPL059W	slim
GO:0006979	response to oxidative stress	YPL059W	slim
GO:0006950	response to stress	YPL059W	slim
GO:0016020	membrane	YPL060W	slim
GO:0022857	transmembrane transporter activity	YPL060W	slim
GO:0006811	monoatomic ion transport	YPL060W	slim
GO:0055085	transmembrane transport	YPL060W	slim
GO:0006810	transport	YPL060W	slim
GO:0005829	cytosol	YPL061W	slim
GO:0005739	mitochondrion	YPL061W	slim
GO:0043226	organelle	YPL061W	slim
GO:0016491	oxidoreductase activity	YPL061W	slim
GO:0009058	biosynthetic process	YPL061W	slim
GO:0005975	carbohydrate metabolic process	YPL061W	slim
GO:0009056	catabolic process	YPL061W	slim
GO:0006091	generation of precursor metabolites and energy	YPL061W	slim
GO:0032787	monocarboxylic acid metabolic process	YPL061W	slim
GO:0055086	nucleobase-containing small molecule metabolic process	YPL061W	slim
GO:0006970	response to osmotic stress	YPL061W	slim
GO:0006950	response to stress	YPL061W	slim
GO:0044281	small molecule metabolic process	YPL061W	slim
GO:0005575	cellular component	YPL062W	slim
GO:0003674	molecular function	YPL062W	slim
GO:0009058	biosynthetic process	YPL062W	slim
GO:0006629	lipid metabolic process	YPL062W	slim
GO:0005744	TIM23 mitochondrial import inner membrane translocase complex	YPL063W	slim
GO:0005739	mitochondrion	YPL063W	slim
GO:0043226	organelle	YPL063W	slim
GO:0032991	protein-containing complex	YPL063W	slim
GO:0140318	protein transporter activity	YPL063W	slim
GO:0022857	transmembrane transporter activity	YPL063W	slim
GO:0055085	transmembrane transport	YPL063W	slim
GO:0006810	transport	YPL063W	slim
GO:0005684	U2-type spliceosomal complex	YPL064C	slim
GO:0032991	protein-containing complex	YPL064C	slim
GO:1990904	ribonucleoprotein complex	YPL064C	slim
GO:0005681	spliceosomal complex	YPL064C	slim
GO:0003674	molecular function	YPL064C	slim
GO:0008150	biological process	YPL064C	slim
GO:0000813	ESCRT I complex	YPL065W	slim
GO:0031410	cytoplasmic vesicle	YPL065W	slim
GO:0005829	cytosol	YPL065W	slim
GO:0005768	endosome	YPL065W	slim
GO:0043226	organelle	YPL065W	slim
GO:0032991	protein-containing complex	YPL065W	slim
GO:0003674	molecular function	YPL065W	slim
GO:0006974	DNA damage response	YPL065W	slim
GO:0006259	DNA metabolic process	YPL065W	slim
GO:0006310	DNA recombination	YPL065W	slim
GO:0006281	DNA repair	YPL065W	slim
GO:0015931	nucleobase-containing compound transport	YPL065W	slim
GO:0006605	protein targeting	YPL065W	slim
GO:0006950	response to stress	YPL065W	slim
GO:0006810	transport	YPL065W	slim
GO:0007034	vacuolar transport	YPL065W	slim
GO:0005737	cytoplasm	YPL066W	slim
GO:0030427	site of polarized growth	YPL066W	slim
GO:0003674	molecular function	YPL066W	slim
GO:0008150	biological process	YPL066W	slim
GO:0005737	cytoplasm	YPL067C	slim
GO:0003674	molecular function	YPL067C	slim
GO:0008150	biological process	YPL067C	slim
GO:0005634	nucleus	YPL068C	slim
GO:0043226	organelle	YPL068C	slim
GO:0003674	molecular function	YPL068C	slim
GO:0008150	biological process	YPL068C	slim
GO:0005829	cytosol	YPL069C	slim
GO:0005739	mitochondrion	YPL069C	slim
GO:0043226	organelle	YPL069C	slim
GO:0016740	transferase activity	YPL069C	slim
GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	YPL069C	slim
GO:0009058	biosynthetic process	YPL069C	slim
GO:0006629	lipid metabolic process	YPL069C	slim
GO:0044281	small molecule metabolic process	YPL069C	slim
GO:0005737	cytoplasm	YPL070W	slim
GO:0005829	cytosol	YPL070W	slim
GO:0030234	enzyme regulator activity	YPL070W	slim
GO:0005085	guanyl-nucleotide exchange factor activity	YPL070W	slim
GO:0048193	Golgi vesicle transport	YPL070W	slim
GO:0016197	endosomal transport	YPL070W	slim
GO:0006810	transport	YPL070W	slim
GO:0007034	vacuolar transport	YPL070W	slim
GO:0016192	vesicle-mediated transport	YPL070W	slim
GO:0005737	cytoplasm	YPL071C	slim
GO:0005634	nucleus	YPL071C	slim
GO:0043226	organelle	YPL071C	slim
GO:0003674	molecular function	YPL071C	slim
GO:0008150	biological process	YPL071C	slim
GO:0016020	membrane	YPL072W	slim
GO:0005739	mitochondrion	YPL072W	slim
GO:0043226	organelle	YPL072W	slim
GO:0016787	hydrolase activity	YPL072W	slim
GO:0008233	peptidase activity	YPL072W	slim
GO:0070647	protein modification by small protein conjugation or removal	YPL072W	slim
GO:0005575	cellular component	YPL073C	slim
GO:0003674	molecular function	YPL073C	slim
GO:0008150	biological process	YPL073C	slim
GO:0005938	cell cortex	YPL074W	slim
GO:0005737	cytoplasm	YPL074W	slim
GO:0016887	ATP hydrolysis activity	YPL074W	slim
GO:0016787	hydrolase activity	YPL074W	slim
GO:0006417	regulation of translation	YPL074W	slim
GO:0005635	nuclear envelope	YPL075W	slim
GO:0003677	DNA binding	YPL075W	slim
GO:0003700	DNA-binding transcription factor activity	YPL075W	slim
GO:0006325	chromatin organization	YPL075W	slim
GO:0005783	endoplasmic reticulum	YPL076W	slim
GO:0000506	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	YPL076W	slim
GO:0043226	organelle	YPL076W	slim
GO:0032991	protein-containing complex	YPL076W	slim
GO:0016757	glycosyltransferase activity	YPL076W	slim
GO:0016740	transferase activity	YPL076W	slim
GO:0009058	biosynthetic process	YPL076W	slim
GO:0006629	lipid metabolic process	YPL076W	slim
GO:0005575	cellular component	YPL077C	slim
GO:0003674	molecular function	YPL077C	slim
GO:0008150	biological process	YPL077C	slim
GO:0005739	mitochondrion	YPL078C	slim
GO:0043226	organelle	YPL078C	slim
GO:0032991	protein-containing complex	YPL078C	slim
GO:0045259	proton-transporting ATP synthase complex	YPL078C	slim
GO:0098803	respiratory chain complex	YPL078C	slim
GO:0016874	ligase activity	YPL078C	slim
GO:0022857	transmembrane transporter activity	YPL078C	slim
GO:0009058	biosynthetic process	YPL078C	slim
GO:0022607	cellular component assembly	YPL078C	slim
GO:0055086	nucleobase-containing small molecule metabolic process	YPL078C	slim
GO:0065003	protein-containing complex assembly	YPL078C	slim
GO:0044281	small molecule metabolic process	YPL078C	slim
GO:0022625	cytosolic large ribosomal subunit	YPL079W	slim
GO:0015934	large ribosomal subunit	YPL079W	slim
GO:0032991	protein-containing complex	YPL079W	slim
GO:1990904	ribonucleoprotein complex	YPL079W	slim
GO:0003735	structural constituent of ribosome	YPL079W	slim
GO:0005198	structural molecule activity	YPL079W	slim
GO:0009058	biosynthetic process	YPL079W	slim
GO:0002181	cytoplasmic translation	YPL079W	slim
GO:0006412	translation	YPL079W	slim
GO:0005575	cellular component	YPL080C	slim
GO:0003674	molecular function	YPL080C	slim
GO:0008150	biological process	YPL080C	slim
GO:0030686	90S preribosome	YPL081W	slim
GO:0005737	cytoplasm	YPL081W	slim
GO:0022627	cytosolic small ribosomal subunit	YPL081W	slim
GO:0030684	preribosome	YPL081W	slim
GO:0032991	protein-containing complex	YPL081W	slim
GO:1990904	ribonucleoprotein complex	YPL081W	slim
GO:0015935	small ribosomal subunit	YPL081W	slim
GO:0032040	small-subunit processome	YPL081W	slim
GO:0003723	RNA binding	YPL081W	slim
GO:0019843	rRNA binding	YPL081W	slim
GO:0003735	structural constituent of ribosome	YPL081W	slim
GO:0005198	structural molecule activity	YPL081W	slim
GO:0048646	anatomical structure formation involved in morphogenesis	YPL081W	slim
GO:0071554	cell wall organization or biogenesis	YPL081W	slim
GO:0022607	cellular component assembly	YPL081W	slim
GO:0006364	rRNA processing	YPL081W	slim
GO:0005694	chromosome	YPL082C	slim
GO:0043232	intracellular membraneless organelle	YPL082C	slim
GO:0005739	mitochondrion	YPL082C	slim
GO:0000228	nuclear chromosome	YPL082C	slim
GO:0005634	nucleus	YPL082C	slim
GO:0043226	organelle	YPL082C	slim
GO:0016887	ATP hydrolysis activity	YPL082C	slim
GO:0003677	DNA binding	YPL082C	slim
GO:0016787	hydrolase activity	YPL082C	slim
GO:0008134	transcription factor binding	YPL082C	slim
GO:0006351	DNA-templated transcription	YPL082C	slim
GO:0009058	biosynthetic process	YPL082C	slim
GO:0006364	rRNA processing	YPL082C	slim
GO:0006360	transcription by RNA polymerase I	YPL082C	slim
GO:0016020	membrane	YPL083C	slim
GO:0005739	mitochondrion	YPL083C	slim
GO:0043226	organelle	YPL083C	slim
GO:0032991	protein-containing complex	YPL083C	slim
GO:0000214	tRNA-intron endonuclease complex	YPL083C	slim
GO:0016829	lyase activity	YPL083C	slim
GO:0004518	nuclease activity	YPL083C	slim
GO:0008150	biological process	YPL083C	slim
GO:0005737	cytoplasm	YPL084W	slim
GO:0031410	cytoplasmic vesicle	YPL084W	slim
GO:0005829	cytosol	YPL084W	slim
GO:0005768	endosome	YPL084W	slim
GO:0043226	organelle	YPL084W	slim
GO:0030234	enzyme regulator activity	YPL084W	slim
GO:0009056	catabolic process	YPL084W	slim
GO:0016197	endosomal transport	YPL084W	slim
GO:0061024	membrane organization	YPL084W	slim
GO:0015931	nucleobase-containing compound transport	YPL084W	slim
GO:0030163	protein catabolic process	YPL084W	slim
GO:0070647	protein modification by small protein conjugation or removal	YPL084W	slim
GO:0006810	transport	YPL084W	slim
GO:0007034	vacuolar transport	YPL084W	slim
GO:0016050	vesicle organization	YPL084W	slim
GO:0016192	vesicle-mediated transport	YPL084W	slim
GO:0016020	membrane	YPL085W	slim
GO:0030674	protein-macromolecule adaptor activity	YPL085W	slim
GO:0009056	catabolic process	YPL085W	slim
GO:0022607	cellular component assembly	YPL085W	slim
GO:0065003	protein-containing complex assembly	YPL085W	slim
GO:0016050	vesicle organization	YPL085W	slim
GO:0005737	cytoplasm	YPL086C	slim
GO:0033588	elongator holoenzyme complex	YPL086C	slim
GO:0005634	nucleus	YPL086C	slim
GO:0043226	organelle	YPL086C	slim
GO:0032991	protein-containing complex	YPL086C	slim
GO:0016746	acyltransferase activity	YPL086C	slim
GO:0016740	transferase activity	YPL086C	slim
GO:0009451	RNA modification	YPL086C	slim
GO:0006399	tRNA metabolic process	YPL086C	slim
GO:0008033	tRNA processing	YPL086C	slim
GO:0005829	cytosol	YPL087W	slim
GO:0005783	endoplasmic reticulum	YPL087W	slim
GO:0016020	membrane	YPL087W	slim
GO:0043226	organelle	YPL087W	slim
GO:0016787	hydrolase activity	YPL087W	slim
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	YPL087W	slim
GO:0009058	biosynthetic process	YPL087W	slim
GO:0009056	catabolic process	YPL087W	slim
GO:0006629	lipid metabolic process	YPL087W	slim
GO:0005829	cytosol	YPL088W	slim
GO:0016491	oxidoreductase activity	YPL088W	slim
GO:0008150	biological process	YPL088W	slim
GO:0005634	nucleus	YPL089C	slim
GO:0043226	organelle	YPL089C	slim
GO:0003677	DNA binding	YPL089C	slim
GO:0003700	DNA-binding transcription factor activity	YPL089C	slim
GO:0051726	regulation of cell cycle	YPL089C	slim
GO:0009408	response to heat	YPL089C	slim
GO:0006950	response to stress	YPL089C	slim
GO:0007165	signal transduction	YPL089C	slim
GO:0030686	90S preribosome	YPL090C	slim
GO:0022627	cytosolic small ribosomal subunit	YPL090C	slim
GO:0030684	preribosome	YPL090C	slim
GO:0032991	protein-containing complex	YPL090C	slim
GO:1990904	ribonucleoprotein complex	YPL090C	slim
GO:0015935	small ribosomal subunit	YPL090C	slim
GO:0032040	small-subunit processome	YPL090C	slim
GO:0003735	structural constituent of ribosome	YPL090C	slim
GO:0005198	structural molecule activity	YPL090C	slim
GO:0006364	rRNA processing	YPL090C	slim
GO:0005737	cytoplasm	YPL091W	slim
GO:0005829	cytosol	YPL091W	slim
GO:0005739	mitochondrion	YPL091W	slim
GO:0005634	nucleus	YPL091W	slim
GO:0043226	organelle	YPL091W	slim
GO:0005777	peroxisome	YPL091W	slim
GO:0016491	oxidoreductase activity	YPL091W	slim
GO:0042592	homeostatic process	YPL091W	slim
GO:0042221	response to chemical	YPL091W	slim
GO:0006979	response to oxidative stress	YPL091W	slim
GO:0006950	response to stress	YPL091W	slim
GO:0006790	sulfur compound metabolic process	YPL091W	slim
GO:0005783	endoplasmic reticulum	YPL092W	slim
GO:0016020	membrane	YPL092W	slim
GO:0043226	organelle	YPL092W	slim
GO:0005886	plasma membrane	YPL092W	slim
GO:0022857	transmembrane transporter activity	YPL092W	slim
GO:0055085	transmembrane transport	YPL092W	slim
GO:0006810	transport	YPL092W	slim
GO:0005737	cytoplasm	YPL093W	slim
GO:0043232	intracellular membraneless organelle	YPL093W	slim
GO:0005730	nucleolus	YPL093W	slim
GO:0043226	organelle	YPL093W	slim
GO:0030684	preribosome	YPL093W	slim
GO:0030687	preribosome, large subunit precursor	YPL093W	slim
GO:0032991	protein-containing complex	YPL093W	slim
GO:1990904	ribonucleoprotein complex	YPL093W	slim
GO:0043167	ion binding	YPL093W	slim
GO:0022607	cellular component assembly	YPL093W	slim
GO:0051169	nuclear transport	YPL093W	slim
GO:0006913	nucleocytoplasmic transport	YPL093W	slim
GO:0022618	protein-RNA complex assembly	YPL093W	slim
GO:0065003	protein-containing complex assembly	YPL093W	slim
GO:0006364	rRNA processing	YPL093W	slim
GO:0042273	ribosomal large subunit biogenesis	YPL093W	slim
GO:0000054	ribosomal subunit export from nucleus	YPL093W	slim
GO:0006810	transport	YPL093W	slim
GO:0031207	Sec62/Sec63 complex	YPL094C	slim
GO:0005783	endoplasmic reticulum	YPL094C	slim
GO:0043226	organelle	YPL094C	slim
GO:0032991	protein-containing complex	YPL094C	slim
GO:0140318	protein transporter activity	YPL094C	slim
GO:0022857	transmembrane transporter activity	YPL094C	slim
GO:0055085	transmembrane transport	YPL094C	slim
GO:0006810	transport	YPL094C	slim
GO:0005575	cellular component	YPL095C	slim
GO:0016746	acyltransferase activity	YPL095C	slim
GO:0016787	hydrolase activity	YPL095C	slim
GO:0016740	transferase activity	YPL095C	slim
GO:0009058	biosynthetic process	YPL095C	slim
GO:0009056	catabolic process	YPL095C	slim
GO:0006629	lipid metabolic process	YPL095C	slim
GO:0032787	monocarboxylic acid metabolic process	YPL095C	slim
GO:0044281	small molecule metabolic process	YPL095C	slim
GO:0005783	endoplasmic reticulum	YPL096C-A	slim
GO:0000506	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	YPL096C-A	slim
GO:0016020	membrane	YPL096C-A	slim
GO:0043226	organelle	YPL096C-A	slim
GO:0032991	protein-containing complex	YPL096C-A	slim
GO:0030234	enzyme regulator activity	YPL096C-A	slim
GO:0009058	biosynthetic process	YPL096C-A	slim
GO:0006629	lipid metabolic process	YPL096C-A	slim
GO:0007165	signal transduction	YPL096C-A	slim
GO:0005829	cytosol	YPL096W	slim
GO:0005739	mitochondrion	YPL096W	slim
GO:0005634	nucleus	YPL096W	slim
GO:0043226	organelle	YPL096W	slim
GO:0016787	hydrolase activity	YPL096W	slim
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	YPL096W	slim
GO:0043167	ion binding	YPL096W	slim
GO:0009056	catabolic process	YPL096W	slim
GO:0030163	protein catabolic process	YPL096W	slim
GO:0042221	response to chemical	YPL096W	slim
GO:0006950	response to stress	YPL096W	slim
GO:0005739	mitochondrion	YPL097W	slim
GO:0043226	organelle	YPL097W	slim
GO:0016874	ligase activity	YPL097W	slim
GO:0006520	amino acid metabolic process	YPL097W	slim
