term	term_name	gene	aspect
GO:0101031	protein folding chaperone complex	YDR496C	slim
GO:0032991	protein-containing complex	YDR496C	slim
GO:1990904	ribonucleoprotein complex	YDR496C	slim
GO:0003723	RNA binding	YDR496C	slim
GO:0003729	mRNA binding	YDR496C	slim
GO:0019843	rRNA binding	YDR496C	slim
GO:0006417	regulation of translation	YDR496C	slim
GO:0042273	ribosomal large subunit biogenesis	YDR496C	slim
GO:0016020	membrane	YDR497C	slim
GO:0043226	organelle	YDR497C	slim
GO:0005886	plasma membrane	YDR497C	slim
GO:0005773	vacuole	YDR497C	slim
GO:0022857	transmembrane transporter activity	YDR497C	slim
GO:0040007	growth	YDR497C	slim
GO:0007124	pseudohyphal growth	YDR497C	slim
GO:0055085	transmembrane transport	YDR497C	slim
GO:0006810	transport	YDR497C	slim
GO:0031201	SNARE complex	YDR498C	slim
GO:0005783	endoplasmic reticulum	YDR498C	slim
GO:0016020	membrane	YDR498C	slim
GO:0043226	organelle	YDR498C	slim
GO:0032991	protein-containing complex	YDR498C	slim
GO:0030674	protein-macromolecule adaptor activity	YDR498C	slim
GO:0048193	Golgi vesicle transport	YDR498C	slim
GO:0006810	transport	YDR498C	slim
GO:0016192	vesicle-mediated transport	YDR498C	slim
GO:0005694	chromosome	YDR499W	slim
GO:0043232	intracellular membraneless organelle	YDR499W	slim
GO:0000228	nuclear chromosome	YDR499W	slim
GO:0005634	nucleus	YDR499W	slim
GO:0043226	organelle	YDR499W	slim
GO:0003677	DNA binding	YDR499W	slim
GO:0006974	DNA damage response	YDR499W	slim
GO:0006259	DNA metabolic process	YDR499W	slim
GO:0009058	biosynthetic process	YDR499W	slim
GO:0051276	chromosome organization	YDR499W	slim
GO:0051726	regulation of cell cycle	YDR499W	slim
GO:0006950	response to stress	YDR499W	slim
GO:0007165	signal transduction	YDR499W	slim
GO:0032200	telomere organization	YDR499W	slim
GO:0022625	cytosolic large ribosomal subunit	YDR500C	slim
GO:0015934	large ribosomal subunit	YDR500C	slim
GO:0030684	preribosome	YDR500C	slim
GO:0030687	preribosome, large subunit precursor	YDR500C	slim
GO:0032991	protein-containing complex	YDR500C	slim
GO:1990904	ribonucleoprotein complex	YDR500C	slim
GO:0043167	ion binding	YDR500C	slim
GO:0003735	structural constituent of ribosome	YDR500C	slim
GO:0005198	structural molecule activity	YDR500C	slim
GO:0009058	biosynthetic process	YDR500C	slim
GO:0002181	cytoplasmic translation	YDR500C	slim
GO:0006364	rRNA processing	YDR500C	slim
GO:0006412	translation	YDR500C	slim
GO:0000785	chromatin	YDR501W	slim
GO:0003682	chromatin binding	YDR501W	slim
GO:0006974	DNA damage response	YDR501W	slim
GO:0006950	response to stress	YDR501W	slim
GO:0010494	cytoplasmic stress granule	YDR502C	slim
GO:0005829	cytosol	YDR502C	slim
GO:0043232	intracellular membraneless organelle	YDR502C	slim
GO:0043226	organelle	YDR502C	slim
GO:0016740	transferase activity	YDR502C	slim
GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	YDR502C	slim
GO:0006520	amino acid metabolic process	YDR502C	slim
GO:0009058	biosynthetic process	YDR502C	slim
GO:0009056	catabolic process	YDR502C	slim
GO:0044281	small molecule metabolic process	YDR502C	slim
GO:0006790	sulfur compound metabolic process	YDR502C	slim
GO:0005829	cytosol	YDR503C	slim
GO:0016020	membrane	YDR503C	slim
GO:0016787	hydrolase activity	YDR503C	slim
GO:0016791	phosphatase activity	YDR503C	slim
GO:0009058	biosynthetic process	YDR503C	slim
GO:0006629	lipid metabolic process	YDR503C	slim
GO:0005783	endoplasmic reticulum	YDR504C	slim
GO:0043226	organelle	YDR504C	slim
GO:0003674	molecular function	YDR504C	slim
GO:0008150	biological process	YDR504C	slim
GO:0000932	P-body	YDR505C	slim
GO:0005737	cytoplasm	YDR505C	slim
GO:0043232	intracellular membraneless organelle	YDR505C	slim
GO:0005739	mitochondrion	YDR505C	slim
GO:0043226	organelle	YDR505C	slim
GO:0003723	RNA binding	YDR505C	slim
GO:0003729	mRNA binding	YDR505C	slim
GO:0008150	biological process	YDR505C	slim
GO:0005575	cellular component	YDR506C	slim
GO:0003674	molecular function	YDR506C	slim
GO:0007049	cell cycle	YDR506C	slim
GO:0051276	chromosome organization	YDR506C	slim
GO:0051321	meiotic cell cycle	YDR506C	slim
GO:0005856	cytoskeleton	YDR507C	slim
GO:0043232	intracellular membraneless organelle	YDR507C	slim
GO:0043226	organelle	YDR507C	slim
GO:0030427	site of polarized growth	YDR507C	slim
GO:0016301	kinase activity	YDR507C	slim
GO:0016740	transferase activity	YDR507C	slim
GO:0022607	cellular component assembly	YDR507C	slim
GO:0007010	cytoskeleton organization	YDR507C	slim
GO:0040007	growth	YDR507C	slim
GO:0070925	organelle assembly	YDR507C	slim
GO:0065003	protein-containing complex assembly	YDR507C	slim
GO:0051726	regulation of cell cycle	YDR507C	slim
GO:0007165	signal transduction	YDR507C	slim
GO:0005783	endoplasmic reticulum	YDR508C	slim
GO:0005739	mitochondrion	YDR508C	slim
GO:0043226	organelle	YDR508C	slim
GO:0030427	site of polarized growth	YDR508C	slim
GO:0022857	transmembrane transporter activity	YDR508C	slim
GO:0006865	amino acid transport	YDR508C	slim
GO:0042592	homeostatic process	YDR508C	slim
GO:0055085	transmembrane transport	YDR508C	slim
GO:0006810	transport	YDR508C	slim
GO:0005575	cellular component	YDR509W	slim
GO:0003674	molecular function	YDR509W	slim
GO:0008150	biological process	YDR509W	slim
GO:0005575	cellular component	YDR510C-A	slim
GO:0003674	molecular function	YDR510C-A	slim
GO:0008150	biological process	YDR510C-A	slim
GO:0005694	chromosome	YDR510W	slim
GO:0005856	cytoskeleton	YDR510W	slim
GO:0043232	intracellular membraneless organelle	YDR510W	slim
GO:0000228	nuclear chromosome	YDR510W	slim
GO:0005634	nucleus	YDR510W	slim
GO:0043226	organelle	YDR510W	slim
GO:0003674	molecular function	YDR510W	slim
GO:0070647	protein modification by small protein conjugation or removal	YDR510W	slim
GO:0005739	mitochondrion	YDR511W	slim
GO:0043226	organelle	YDR511W	slim
GO:0003674	molecular function	YDR511W	slim
GO:0022607	cellular component assembly	YDR511W	slim
GO:0065003	protein-containing complex assembly	YDR511W	slim
GO:0005575	cellular component	YDR512C	slim
GO:0003674	molecular function	YDR512C	slim
GO:0007005	mitochondrion organization	YDR512C	slim
GO:0005829	cytosol	YDR513W	slim
GO:0005739	mitochondrion	YDR513W	slim
GO:0005634	nucleus	YDR513W	slim
GO:0043226	organelle	YDR513W	slim
GO:0016491	oxidoreductase activity	YDR513W	slim
GO:0016740	transferase activity	YDR513W	slim
GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	YDR513W	slim
GO:0042221	response to chemical	YDR513W	slim
GO:0006979	response to oxidative stress	YDR513W	slim
GO:0006950	response to stress	YDR513W	slim
GO:0006790	sulfur compound metabolic process	YDR513W	slim
GO:0005739	mitochondrion	YDR514C	slim
GO:0005634	nucleus	YDR514C	slim
GO:0043226	organelle	YDR514C	slim
GO:0003674	molecular function	YDR514C	slim
GO:0008150	biological process	YDR514C	slim
GO:0005737	cytoplasm	YDR515W	slim
GO:0010494	cytoplasmic stress granule	YDR515W	slim
GO:0043232	intracellular membraneless organelle	YDR515W	slim
GO:0043226	organelle	YDR515W	slim
GO:0003723	RNA binding	YDR515W	slim
GO:0003729	mRNA binding	YDR515W	slim
GO:0042592	homeostatic process	YDR515W	slim
GO:0006873	intracellular monoatomic ion homeostasis	YDR515W	slim
GO:0006417	regulation of translation	YDR515W	slim
GO:0005737	cytoplasm	YDR516C	slim
GO:0016301	kinase activity	YDR516C	slim
GO:0016740	transferase activity	YDR516C	slim
GO:0048856	anatomical structure development	YDR516C	slim
GO:0048646	anatomical structure formation involved in morphogenesis	YDR516C	slim
GO:0005975	carbohydrate metabolic process	YDR516C	slim
GO:0044281	small molecule metabolic process	YDR516C	slim
GO:0043934	sporulation	YDR516C	slim
GO:0005737	cytoplasm	YDR517W	slim
GO:0005829	cytosol	YDR517W	slim
GO:0016020	membrane	YDR517W	slim
GO:0043226	organelle	YDR517W	slim
GO:0003674	molecular function	YDR517W	slim
GO:0048193	Golgi vesicle transport	YDR517W	slim
GO:0042594	response to starvation	YDR517W	slim
GO:0006950	response to stress	YDR517W	slim
GO:0006810	transport	YDR517W	slim
GO:0016192	vesicle-mediated transport	YDR517W	slim
GO:0005783	endoplasmic reticulum	YDR518W	slim
GO:0043226	organelle	YDR518W	slim
GO:0016853	isomerase activity	YDR518W	slim
GO:0016491	oxidoreductase activity	YDR518W	slim
GO:0006457	protein folding	YDR518W	slim
GO:0005737	cytoplasm	YDR519W	slim
GO:0016020	membrane	YDR519W	slim
GO:0005634	nucleus	YDR519W	slim
GO:0043226	organelle	YDR519W	slim
GO:0005773	vacuole	YDR519W	slim
GO:0016853	isomerase activity	YDR519W	slim
GO:0008150	biological process	YDR519W	slim
GO:0005737	cytoplasm	YDR520C	slim
GO:0005634	nucleus	YDR520C	slim
GO:0043226	organelle	YDR520C	slim
GO:0003677	DNA binding	YDR520C	slim
GO:0043167	ion binding	YDR520C	slim
GO:0009056	catabolic process	YDR520C	slim
GO:0055086	nucleobase-containing small molecule metabolic process	YDR520C	slim
GO:0044281	small molecule metabolic process	YDR520C	slim
GO:0005575	cellular component	YDR521W	slim
GO:0003674	molecular function	YDR521W	slim
GO:0008150	biological process	YDR521W	slim
GO:0005618	cell wall	YDR522C	slim
GO:0030312	external encapsulating structure	YDR522C	slim
GO:0016020	membrane	YDR522C	slim
GO:0005886	plasma membrane	YDR522C	slim
GO:0003674	molecular function	YDR522C	slim
GO:0048646	anatomical structure formation involved in morphogenesis	YDR522C	slim
GO:0071554	cell wall organization or biogenesis	YDR522C	slim
GO:0022607	cellular component assembly	YDR522C	slim
GO:0005737	cytoplasm	YDR523C	slim
GO:0016020	membrane	YDR523C	slim
GO:0005634	nucleus	YDR523C	slim
GO:0043226	organelle	YDR523C	slim
GO:0016301	kinase activity	YDR523C	slim
GO:0016740	transferase activity	YDR523C	slim
GO:0048856	anatomical structure development	YDR523C	slim
GO:0048646	anatomical structure formation involved in morphogenesis	YDR523C	slim
GO:0071554	cell wall organization or biogenesis	YDR523C	slim
GO:0022607	cellular component assembly	YDR523C	slim
GO:0007010	cytoskeleton organization	YDR523C	slim
GO:0051726	regulation of cell cycle	YDR523C	slim
GO:0043934	sporulation	YDR523C	slim
GO:0005737	cytoplasm	YDR524C	slim
GO:0031410	cytoplasmic vesicle	YDR524C	slim
GO:0005768	endosome	YDR524C	slim
GO:0043226	organelle	YDR524C	slim
GO:0030234	enzyme regulator activity	YDR524C	slim
GO:0043167	ion binding	YDR524C	slim
GO:0008289	lipid binding	YDR524C	slim
GO:0048193	Golgi vesicle transport	YDR524C	slim
GO:0006810	transport	YDR524C	slim
GO:0016192	vesicle-mediated transport	YDR524C	slim
GO:0005575	cellular component	YDR524C-A	slim
GO:0003674	molecular function	YDR524C-A	slim
GO:0008150	biological process	YDR524C-A	slim
GO:0005783	endoplasmic reticulum	YDR524C-B	slim
GO:0043226	organelle	YDR524C-B	slim
GO:0003674	molecular function	YDR524C-B	slim
GO:0008150	biological process	YDR524C-B	slim
GO:0005575	cellular component	YDR524W-C	slim
GO:0003674	molecular function	YDR524W-C	slim
GO:0008150	biological process	YDR524W-C	slim
GO:0005575	cellular component	YDR525W	slim
GO:0003674	molecular function	YDR525W	slim
GO:0008150	biological process	YDR525W	slim
GO:0005737	cytoplasm	YDR525W-A	slim
GO:0016020	membrane	YDR525W-A	slim
GO:0003674	molecular function	YDR525W-A	slim
GO:0008150	biological process	YDR525W-A	slim
GO:0005575	cellular component	YDR526C	slim
GO:0003674	molecular function	YDR526C	slim
GO:0008150	biological process	YDR526C	slim
GO:0005737	cytoplasm	YDR527W	slim
GO:0003674	molecular function	YDR527W	slim
GO:0006351	DNA-templated transcription	YDR527W	slim
GO:0009058	biosynthetic process	YDR527W	slim
GO:0006366	transcription by RNA polymerase II	YDR527W	slim
GO:0005737	cytoplasm	YDR528W	slim
GO:0003674	molecular function	YDR528W	slim
GO:0071554	cell wall organization or biogenesis	YDR528W	slim
GO:0005739	mitochondrion	YDR529C	slim
GO:0043226	organelle	YDR529C	slim
GO:0032991	protein-containing complex	YDR529C	slim
GO:0098803	respiratory chain complex	YDR529C	slim
GO:0045275	respiratory chain complex III	YDR529C	slim
GO:0016491	oxidoreductase activity	YDR529C	slim
GO:0022857	transmembrane transporter activity	YDR529C	slim
GO:0022607	cellular component assembly	YDR529C	slim
GO:0045333	cellular respiration	YDR529C	slim
GO:0006091	generation of precursor metabolites and energy	YDR529C	slim
GO:0065003	protein-containing complex assembly	YDR529C	slim
GO:0005737	cytoplasm	YDR530C	slim
GO:0005634	nucleus	YDR530C	slim
GO:0043226	organelle	YDR530C	slim
GO:0016787	hydrolase activity	YDR530C	slim
GO:0009056	catabolic process	YDR530C	slim
GO:0034655	nucleobase-containing compound catabolic process	YDR530C	slim
GO:0055086	nucleobase-containing small molecule metabolic process	YDR530C	slim
GO:0044281	small molecule metabolic process	YDR530C	slim
GO:0005737	cytoplasm	YDR531W	slim
GO:0005829	cytosol	YDR531W	slim
GO:0005634	nucleus	YDR531W	slim
GO:0043226	organelle	YDR531W	slim
GO:0016301	kinase activity	YDR531W	slim
GO:0016740	transferase activity	YDR531W	slim
GO:0009058	biosynthetic process	YDR531W	slim
GO:0006629	lipid metabolic process	YDR531W	slim
GO:0055086	nucleobase-containing small molecule metabolic process	YDR531W	slim
GO:0044281	small molecule metabolic process	YDR531W	slim
GO:0006790	sulfur compound metabolic process	YDR531W	slim
GO:0180019	Knl1/Spc105 complex	YDR532C	slim
GO:0000775	chromosome, centromeric region	YDR532C	slim
GO:0043232	intracellular membraneless organelle	YDR532C	slim
GO:0000776	kinetochore	YDR532C	slim
GO:0043226	organelle	YDR532C	slim
GO:0032991	protein-containing complex	YDR532C	slim
GO:0003674	molecular function	YDR532C	slim
GO:0008150	biological process	YDR532C	slim
GO:0000932	P-body	YDR533C	slim
GO:0010494	cytoplasmic stress granule	YDR533C	slim
GO:0043232	intracellular membraneless organelle	YDR533C	slim
GO:0043226	organelle	YDR533C	slim
GO:0016829	lyase activity	YDR533C	slim
GO:0006457	protein folding	YDR533C	slim
GO:0042221	response to chemical	YDR533C	slim
GO:0006979	response to oxidative stress	YDR533C	slim
GO:0006950	response to stress	YDR533C	slim
GO:0005618	cell wall	YDR534C	slim
GO:0030312	external encapsulating structure	YDR534C	slim
GO:0003674	molecular function	YDR534C	slim
GO:0006811	monoatomic ion transport	YDR534C	slim
GO:0006810	transport	YDR534C	slim
GO:0005575	cellular component	YDR535C	slim
GO:0003674	molecular function	YDR535C	slim
GO:0008150	biological process	YDR535C	slim
GO:0016020	membrane	YDR536W	slim
GO:0043226	organelle	YDR536W	slim
GO:0005886	plasma membrane	YDR536W	slim
GO:0005773	vacuole	YDR536W	slim
GO:0022857	transmembrane transporter activity	YDR536W	slim
GO:0008643	carbohydrate transport	YDR536W	slim
GO:0055085	transmembrane transport	YDR536W	slim
GO:0006810	transport	YDR536W	slim
GO:0005575	cellular component	YDR537C	slim
GO:0003674	molecular function	YDR537C	slim
GO:0008150	biological process	YDR537C	slim
GO:0005739	mitochondrion	YDR538W	slim
GO:0043226	organelle	YDR538W	slim
GO:0003723	RNA binding	YDR538W	slim
GO:0016829	lyase activity	YDR538W	slim
GO:0003729	mRNA binding	YDR538W	slim
GO:0009056	catabolic process	YDR538W	slim
GO:0032787	monocarboxylic acid metabolic process	YDR538W	slim
GO:0019748	secondary metabolic process	YDR538W	slim
GO:0044281	small molecule metabolic process	YDR538W	slim
GO:0005737	cytoplasm	YDR539W	slim
GO:0016829	lyase activity	YDR539W	slim
GO:0009056	catabolic process	YDR539W	slim
GO:0032787	monocarboxylic acid metabolic process	YDR539W	slim
GO:0019748	secondary metabolic process	YDR539W	slim
GO:0044281	small molecule metabolic process	YDR539W	slim
GO:0005737	cytoplasm	YDR540C	slim
GO:0005634	nucleus	YDR540C	slim
GO:0043226	organelle	YDR540C	slim
GO:0003674	molecular function	YDR540C	slim
GO:0006974	DNA damage response	YDR540C	slim
GO:0006259	DNA metabolic process	YDR540C	slim
GO:0006310	DNA recombination	YDR540C	slim
GO:0006281	DNA repair	YDR540C	slim
GO:0006950	response to stress	YDR540C	slim
GO:0005575	cellular component	YDR541C	slim
GO:0016491	oxidoreductase activity	YDR541C	slim
GO:0042221	response to chemical	YDR541C	slim
GO:0043226	organelle	YDR542W	slim
GO:0005773	vacuole	YDR542W	slim
GO:0003674	molecular function	YDR542W	slim
GO:0008150	biological process	YDR542W	slim
GO:0005575	cellular component	YDR543C	slim
GO:0003674	molecular function	YDR543C	slim
GO:0008150	biological process	YDR543C	slim
GO:0005575	cellular component	YDR544C	slim
GO:0003674	molecular function	YDR544C	slim
GO:0008150	biological process	YDR544C	slim
GO:0005575	cellular component	YDR545C-A	slim
GO:0003674	molecular function	YDR545C-A	slim
GO:0008150	biological process	YDR545C-A	slim
GO:0005634	nucleus	YDR545W	slim
GO:0043226	organelle	YDR545W	slim
GO:0004386	helicase activity	YDR545W	slim
GO:0016853	isomerase activity	YDR545W	slim
GO:0006259	DNA metabolic process	YDR545W	slim
GO:0006310	DNA recombination	YDR545W	slim
GO:0051276	chromosome organization	YDR545W	slim
GO:0032200	telomere organization	YDR545W	slim
GO:0005783	endoplasmic reticulum	YEL001C	slim
GO:0043226	organelle	YEL001C	slim
GO:0003674	molecular function	YEL001C	slim
GO:0008150	biological process	YEL001C	slim
GO:0005783	endoplasmic reticulum	YEL002C	slim
GO:0016020	membrane	YEL002C	slim
GO:0005635	nuclear envelope	YEL002C	slim
GO:0008250	oligosaccharyltransferase complex	YEL002C	slim
GO:0043226	organelle	YEL002C	slim
GO:0032991	protein-containing complex	YEL002C	slim
GO:0016757	glycosyltransferase activity	YEL002C	slim
GO:0016740	transferase activity	YEL002C	slim
GO:0009058	biosynthetic process	YEL002C	slim
GO:0005737	cytoplasm	YEL003W	slim
GO:0016272	prefoldin complex	YEL003W	slim
GO:0032991	protein-containing complex	YEL003W	slim
GO:0008092	cytoskeletal protein binding	YEL003W	slim
GO:0022607	cellular component assembly	YEL003W	slim
GO:0065003	protein-containing complex assembly	YEL003W	slim
GO:0005783	endoplasmic reticulum	YEL004W	slim
GO:0043226	organelle	YEL004W	slim
GO:0022857	transmembrane transporter activity	YEL004W	slim
GO:0009058	biosynthetic process	YEL004W	slim
GO:0015931	nucleobase-containing compound transport	YEL004W	slim
GO:0055085	transmembrane transport	YEL004W	slim
GO:0006810	transport	YEL004W	slim
GO:0031083	BLOC-1 complex	YEL005C	slim
GO:0005737	cytoplasm	YEL005C	slim
GO:0032991	protein-containing complex	YEL005C	slim
GO:0003674	molecular function	YEL005C	slim
GO:0016050	vesicle organization	YEL005C	slim
GO:0005739	mitochondrion	YEL006W	slim
GO:0043226	organelle	YEL006W	slim
GO:0022857	transmembrane transporter activity	YEL006W	slim
GO:0015931	nucleobase-containing compound transport	YEL006W	slim
GO:0055085	transmembrane transport	YEL006W	slim
GO:0006810	transport	YEL006W	slim
GO:0005737	cytoplasm	YEL007W	slim
GO:0005634	nucleus	YEL007W	slim
GO:0043226	organelle	YEL007W	slim
GO:0003674	molecular function	YEL007W	slim
GO:0008150	biological process	YEL007W	slim
GO:0005575	cellular component	YEL008C-A	slim
GO:0003674	molecular function	YEL008C-A	slim
